"available","availableText","brand","ean","endedDate","itemLocation","itemNumber","mpn","price","priceWithCurrency","seller","sold","subTitle","title","type","upc","url","wasPrice","wasPriceWithCurrency","whyToBuy/0","whyToBuy/1","whyToBuy/2"
,,,,,"Lancaster, California, United States","324492470028",,"17000","US $17,000.00","drath13",,"","Tom Brady Autographed 2000 Sky Box Impact #27","Sports Trading Card",,"https://www.ebay.com/itm/324492470028",,,"Ships from United States",,
,,,,,"Portland, Oregon, United States","185205826190",,"17000","US $17,000.00","cardboard-picasso",,"","1986 Star Michael Jordan Rookie RC #3 BGS Gem Mint",,,"https://www.ebay.com/itm/185205826190",,,"Ships from United States",,
,,,,,"Norwalk, Connecticut, United States","124728184462",,"17000","US $17,000.00","im_top_five",,"","2003 Finest LEBRON JAMES RC #133 #ed/999 ~PSA 9 MINT~ LAKERS🔥 POP 33 RARE!","Sports Trading Card",,"https://www.ebay.com/itm/124728184462",,,"Ships from United States","19 watchers",
,,,,,"Portsmouth, New Hampshire, United States","185686395172",,"16999.99","US $16,999.99","mc_sportscards",,"","JOSH ALLEN PSA 9 2018 DONRUSS OPTIC FOOTBALL #154 RATED ROOKIE GOLD 8/10 MINT RC",,,"https://www.ebay.com/itm/185686395172",,,"Ships from United States",,
,,,,,"Denver, Colorado, United States","204146636142",,"17034.34","US $17,034.34","petrocat",,"","2013-14 Elite New Breed Prime Giannis Antetokounmpo #19 BGS 9 Auto 10 RPA /25","Sports Trading Card",,"https://www.ebay.com/itm/204146636142",,,"Ships from United States",,
,,,,,"Tomball, Texas, United States","374383869645",,"17999","US $17,999.00","rymi8698",,"","2021 Jeremy Pena 1/1 Bowman Sapphire Padparadscha  PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/374383869645",,,"Ships from United States",,
,,,,,"Rochester, New York, United States","354444717429",,"9995","US $9,995.00US $16,995.00","christed-29",,"","2009 BOWMAN STERLING GREEN REFRACTOR #190 TOM BRADY #/10 POP-5 BGS 9.5/10 Auto","Sports Trading Card",,"https://www.ebay.com/itm/354444717429",,,"Ships from United States",,
,,,,,"Las Vegas, Nevada, United States","225264830094",,"17250","US $17,250.00","702robtay_2008",,"","TYRESE HALIBURTON 2020-21 IMMACULATE COLL COL GOLD RPA #05/25 BGS 9.5/10 POP: 1","Sports Trading Card",,"https://www.ebay.com/itm/225264830094",,,,,
,,,,,"Cincinnati, Ohio, United States","295338314254",,"17050","US $17,050.00","deans_cards",,"","1948 Leaf #79 Jackie Robin Dodgers ROOKIE HALL-OF-FAME PSA 2 - GOOD 100A 00 0032",,,"https://www.ebay.com/itm/295338314254",,,"Ships from United States",,
,,,,,"Long Island City, New York, United States","222727020548",,"17000","US $17,000.00","madfastmoney",,"","1957 TOPPS # 95 MICKEY MANTLE BVG 8 NM-MT HOF NEW YORK YANKEES MVP not PSA","Sports Trading Card",,"https://www.ebay.com/itm/222727020548",,,"Ships from United States","23 watchers",
,,,,,"Washington, District Of Columbia, United States","304633921524",,"16999.99","US $16,999.99","ighighgradehits",,"","2021 Contenders Optic Trevor Lawrence autograph Gold /10 BGS 9.5/10 Pop 1","Sports Trading Card",,"https://www.ebay.com/itm/304633921524",,,"Ships from United States",,
,,,,,"Charlotte, North Carolina, United States","354196771349",,"16999.99","US $16,999.99","ppgustafson",,"","Bill Russell 1957 Topps Rookie #77 ** BVG 5.5 ** Very tough HOF RC Card/Deceased","Sports Trading Card",,"https://www.ebay.com/itm/354196771349",,,"Ships from United States","13 watchers",
,,,,,"Portland, Oregon, United States","185378087951",,"17000","US $17,000.00","cardboard-picasso",,"","2018 PANINI ENCASED LUKA DONCIC ROOKIE RC PATCH AUTO /99 #215 BGS 9.5 GEM MINT",,,"https://www.ebay.com/itm/185378087951",,,"Ships from United States",,
,,,,,"Troy, New York, United States","174949267897",,"16999","US $16,999.00","zebosbest",,"","1965 Topps Football #122 JOE NAMATH NY JETS PSA  7  Rookie , RC","Sports Trading Card",,"https://www.ebay.com/itm/174949267897",,,"Returns accepted","Ships from United States","35 watchers"
,,,,,"Cincinnati, Ohio, United States","275536222115",,"17050","US $17,050.00","deans_cards",,"","1933 Goudey #181 Babe Ruth Yankees HALL-OF-FAME PSA 2 - GOOD 100A 00 0037",,,"https://www.ebay.com/itm/275536222115",,,"Ships from United States",,
,,,,,"Chiangmai, Thailand","363952018864",,"16999","US $16,999.00","th-cards",,"","2018-19 PANINI PRIZMS RED  /299 LUKA DONCIC  PSA 10 GEM MINT","Sports Trading Card",,"https://www.ebay.com/itm/363952018864",,,"6 watchers",,
,,,,,"Independence, Ohio, United States","234626694293",,"17171.17","US $17,171.17","massy64",,"","2018 Donruss Elite JOSH ALLEN Rookie RC 1/17 BGS 10 Pristine","Sports Trading Card",,"https://www.ebay.com/itm/234626694293",,,"Ships from United States",,
,,,,,"Taipei City, Taiwan","144092187067",,"16999.95","US $16,999.95","ryanscard888",,"","64/99 Nikola Jokic BGS 9 Auto 10 2015-16 National Treasures Rookie Autograph RC","Sports Trading Card",,"https://www.ebay.com/itm/144092187067",,,"27 watchers",,
,,,,,"Tonawanda, New York, United States","374391955268",,"17250.95","US $17,250.95","dacardworld",,"","1948 Leaf #4 Stan Musial RC PSA 7 *2033",,"Does not apply","https://www.ebay.com/itm/374391955268",,,"Ships from United States","5 watchers",
,,,,,"Oak Ridge, New Jersey, United States","275571383156",,"17000","US $17,000.00","kriskepplersportscards",,"","1949 Bowman Vic Wertz 164 PSA 10 POP 2   5837","Sports Trading Card",,"https://www.ebay.com/itm/275571383156",,,"Ships from United States",,
"2","2 available",,,,"Melbourne, VIC, Australia","114814045397",,"25000","AU $25,000.00","hhmm1717",,"","2003 Topps Chrome LeBron James ROOKIE RC #111 PSA 10 GEM MINT","Sports Trading Card",,"https://www.ebay.com/itm/114814045397",,,"31 watchers",,
,,,,,"Maple Plain, Minnesota, United States","333840355885",,"16999.99","US $16,999.99","vintagesnowmobiles",,"","1996 Collector's Edge Rookie Rage Die-Cut Kobe Bryant ROOKIE RC #6 PSA 10 POP 10",,"Does not apply","https://www.ebay.com/itm/333840355885",,,"Returns accepted","Ships from United States","9 watchers"
,,,,,"Auburn, Michigan, United States","324596614307",,"17000","US $17,000.00","bayareabasketball",,"","2005-06 Lebron James Topps Chrome Black Refractor #102, 390/399 Beckett 9.5","Sports Trading Card",,"https://www.ebay.com/itm/324596614307",,,"Ships from United States","6 watchers",
,,,,,"Lafayette, Oregon, United States","175489684613",,"17000","US $17,000.00","qbzauthentics",,"","Cade Cunningham Gold Prizm Optic Rated Rookie #/10 PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/175489684613",,,"Ships from United States","9 watchers",
,,,,,"Tustin, California, United States","295334991627",,"17000","US $17,000.00","y-y2273",,"","2020-21 Panini One And One #138 Anthony Edwards RC Rookie GOLD /10 PSA 9 MINT",,,"https://www.ebay.com/itm/295334991627",,,"Ships from United States","10 watchers",
,,,,,"Coppell, Texas, United States","274943506292",,"16999","US $16,999.00","bcol7184",,"","2017 OPTIC PATRICK MAHOMES THE ELITE SERIES AUTO RC #30 BGS 9.5  #/20 *POP 5*","Sports Trading Card",,"https://www.ebay.com/itm/274943506292",,,"Ships from United States","19 watchers",
,,,,,"Phoenix, Arizona, United States","325028906971",,"17000","US $17,000.00","jordanfan4523",,"","PSA 10 Mac Jones 2021 MOSAIC CHOICE #306 Black Gold ROOKIE PRIZM /8 (RF) POP1","Sports Trading Card",,"https://www.ebay.com/itm/325028906971",,,"Ships from United States","13 watchers",
,,,,,"San Clemente, California, United States","125584767478",,"16995","US $16,995.00","perfectgamesports",,"","Klay Thompson 2012 National Treasure 05/25 Rookie Patch Auto BGS 9.5/10","Sports Trading Card",,"https://www.ebay.com/itm/125584767478",,,"Ships from United States",,
,,,,,"Normal, Illinois, United States","255711115888",,"16995","US $16,995.00","field_of_cards",,"","2009 BOWMAN CHROME Matthew Stafford Rookie Patch Auto GOLD PSA 9/10 Jsy#9/10 1/1","Sports Trading Card",,"https://www.ebay.com/itm/255711115888",,,"Ships from United States",,
,,,,,"Oxnard, California, United States","195257183828",,"16999","US $16,999.00","jbcpa",,"","ICONIC! Magic Johnson! 1986 Fleer Basketball Magic Johnson Authentic AUTOGRAPHED","Sports Trading Card",,"https://www.ebay.com/itm/195257183828",,,"Ships from United States",,
,,,,,"Chicago, Illinois, United States","195338492180",,"17000","US $17,000.00","cardboardnostalgia1",,"","2017 PANINI FLAWLESS GREATS AUTOGRAPH RUBY TOM BRADY #GRTB 1/5 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/195338492180",,,"Ships from United States","24 watchers",
"1","1 available",,,,"Auburn, Washington, United States","234690575578",,"17025","US $17,025.00","comc_consignment",,"Fulfilled by COMC - World’s largest consignment service","2017 Bowman Prospects Red 70th Anniversary Cody Bellinger BGS 10 Rookie RC","Sports Trading Card",,"https://www.ebay.com/itm/234690575578",,,"Ships from United States",,
,,,,,"Bangkok Thailand, Thailand","255757493316",,"16999","US $16,999.00","kwang146",,"","Lionel Messi 2016 Select auto #S-LM 15/15 1/1 on  ebay Argentina","Sports Trading Card",,"https://www.ebay.com/itm/255757493316",,,,,
,,,,,"Tempe, Arizona, United States","144668719469",,"16995","US $16,995.00","desert-ice-sports",,"","1961 Topps SANDY KOUFAX #344 PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/144668719469",,,"Returns accepted","Ships from United States",
,,,,,"Hermosa Beach, California, United States","275521908019",,"16999","US $16,999.00","louisville_sportscards",,"","2020 Joe Burrow National Treasures RPA /9 (Jrsy #) - BGS 9.5, 9, 9, 8 - 10 Auto","Sports Trading Card",,"https://www.ebay.com/itm/275521908019",,,"Ships from United States",,
,,,,,"Portland, Oregon, United States","363935056366",,"17000","US $17,000.00","bsugarman",,"","2017 PATRICK MAHOMES ROOKIE PANINI PRIZM ROOKIE AUTOGRAPHS BGS 9.5 GEM MINT",,,"https://www.ebay.com/itm/363935056366",,,"Returns accepted","Ships from United States",
,,,,,"Bellaire, Texas, United States","134353249579",,"16999.99","US $16,999.99","lilybethtaylor37",,"","Mickey Mantle Ken Griffey Jr. Signed 1994 Upper Deck #GM1 BGS BAS 8.5 W/ 10 AUTO","Sports Trading Card",,"https://www.ebay.com/itm/134353249579",,,"Returns accepted","Ships from United States","12 watchers"
,,,,,"New Albany, Ohio, United States","175378776574",,"16999.99","US $16,999.99","ljs-cardshop",,"","2004 Exquisite Lebron James Quad Game Worn Multi Color Patches 2/3 PSA 9 WOW SM","Sports Trading Card",,"https://www.ebay.com/itm/175378776574",,,"Ships from United States","23 watchers",
,,,,,"Los Angeles, California, United States","225251945274",,"16999","US $16,999.00","wcdcards",,"","2018 Topps Chrome Ronald Acuna Jr True Orange Refractor Auto #/25 BGS 9.5/10 🔥","Sports Trading Card",,"https://www.ebay.com/itm/225251945274",,,"Ships from United States",,
,,,,,"Ponte Vedra Beach, Florida, United States","314232580829",,"17000","US $17,000.00","bfish0978",,"#1 of 3, HIGHEST GRADED, POP 1, JERSEY NUMBER! MVP?!?!","2020 PANINI SELECT TUA TAGOVAILOA #TTA AUTOGRAPH DIE CUT GREEN PRIZM MINT PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/314232580829",,,"Ships from United States",,
,,,,,"Pennsauken, New Jersey, United States","195330565504",,"16999.99","US $16,999.99","cardflipper123",,"","2015-16 Panini Flawless Now & Then Kobe Bryant HOF Signed On Card AUTO 17/25","Sports Trading Card",,"https://www.ebay.com/itm/195330565504",,,"Ships from United States","28 watchers",
,,,,,"Louisville, Colorado, United States","275531256020",,"16999","US $16,999.00","louisville_sportscards",,"","2020 Justin Herbert Select Black Prizm True 1/1 - PSA 9 Mint","Sports Trading Card",,"https://www.ebay.com/itm/275531256020",,,"Ships from United States",,
,,,,,"Maple Plain, Minnesota, United States","353226128889",,"16999.99","US $16,999.99","vintagesnowmobiles",,"","1996 KOBE BRYANT SP HOLOVIEW ROOKIE #PC18 BGS 9 LAKERS CENTERED POP 112",,"Does not apply","https://www.ebay.com/itm/353226128889",,,"Returns accepted","Ships from United States","6 watchers"
,,,,,"Chiangmai, Thailand","363999960454",,"16999","US $16,999.00","th-cards",,"","2012-13 Panini Innovation 1st Year Stained Glass Stephen Curry BGS 10 POP 2","Sports Trading Card",,"https://www.ebay.com/itm/363999960454",,,"9 watchers",,
,,,,,"Tulsa, Oklahoma, United States","154896056425",,"17000","US $17,000.00","brogcryst",,"","PSA 9 1/1 RC AUTO #5/5 KYLER MURRAY SSP GREEN 🚨TRUE ROOKIE #101 2019 Contenders","Sports Trading Card","Does not apply","https://www.ebay.com/itm/154896056425",,,"Ships from United States",,
,,,,,"Mansfield, Ohio, United States","185286170058",,"17000","US $17,000.00","mkb1_8",,"","Tom Brady 2002 Pacific Cramer's Choice Awards #6 /120 POP 1 of 5 [BGS GM 9.5]","Sports Trading Card",,"https://www.ebay.com/itm/185286170058",,,"Ships from United States",,
,,,,,"Saint-Leonard, Quebec, Canada","185166822291",,"23000","C $23,000.00","patrick54_2009",,"","1979-80 opc wayne gretzky RC Best 7 On The Planet. Better than any 8 . Perfect","Sports Trading Card",,"https://www.ebay.com/itm/185166822291",,,,,
,,,,,"Van Nuys, California, United States","265460552228",,"17000","US $17,000.00","akkeepitsimple",,"","Allen Iverson 1997-98 Metal Universe Platinum Portraits BGS 9.5 Pop Report 4! 🔥","Sports Trading Card",,"https://www.ebay.com/itm/265460552228",,,"Ships from United States","17 watchers",
,,,,,"New York, New York, United States","134171708560",,"17000","US $17,000.00","gradedcardnation",,"","Mint Julius Erving Rookie Card","Sports Trading Card",,"https://www.ebay.com/itm/134171708560",,,"Ships from United States",,
,,,,,"Longmont, Colorado, United States","144034858868",,"17000","US $17,000.00","bbcemporium",,"","1957 Topps Basketball #77 Bill Russell PSA 7 (OC)","Sports Trading Card",,"https://www.ebay.com/itm/144034858868",,,"Returns accepted","Ships from United States","10 watchers"
,,,,,"Pueblo, Colorado, United States","374358324340",,"17000","US $17,000.00","swan9345",,"","2020 Contenders JUSTIN JEFFERSON Auto CRACKED ICE BGS 10 /22 RC Helmet Vikings","Sports Trading Card","Does not apply","https://www.ebay.com/itm/374358324340",,,"Ships from United States","13 watchers",
,,,,,"Tulsa, Oklahoma, United States","155106821231",,"17000","US $17,000.00","brogcryst",,"","PSA 9 1/1 RC LAMELO BALL 🕸SSP BLACK PRIZM 🚨TRUE ROOKIE #553 2020-21 Chronicles","Sports Trading Card","Does not apply","https://www.ebay.com/itm/155106821231",,,"Ships from United States",,
,,,,,"Phoenix, Arizona, United States","275352785413",,"17000","US $17,000.00","sgtphx",,"","Lou Gehrig PSA 7 Near Mint 1929 R316 Kashin Publishing Yankees HOF Only 5 Rare!!","Sports Trading Card",,"https://www.ebay.com/itm/275352785413",,,"Returns accepted","Ships from United States",
,,,,,"Livonia, Michigan, United States","266032320387",,"12500","US $12,500.00US $17,000.00","facevalue22",,"","1986-87 Fleer Michael Jordan ROOKIE RC #57 SGC 9 MINT Iconic Blue Chip Card","Sports Trading Card",,"https://www.ebay.com/itm/266032320387",,,"8 watchers","Ships from United States",
,,,,,"Estero, Florida, United States","284962122808",,"16999","US $16,999.00","sportslover92",,"","jalen brunson 2018 rookie national treasure patch auto psa 10","Sports Trading Card",,"https://www.ebay.com/itm/284962122808",,,"Ships from United States","5 watchers",
,,,,,"Andover, Minnesota, United States","164273407585",,"16999.99","US $16,999.99","k**8",,"","2007 Bowman Chrome Clayton Kershaw GOLD Refractor Gem Mint 10","Sports Trading Card",,"https://www.ebay.com/itm/164273407585",,,"Ships from United States","15 watchers",
,,,,,"CA, United States","115604013591",,"16987","US $16,987.00","mustang_602",,"","2009-10 Topps Chrome #101 Stephen Curry RC Rookie Card /999 BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/115604013591",,,"Ships from United States","7 watchers",
,,,,,"Passaic, New Jersey, United States","385069863905",,"16999.99","US $16,999.99","",,""" HIGH END ""","2017-18 Panini Flawless Ruby Jayson Tatum RPA RC Patch 4/15 BGS 9.5 w/ 10 AUTO",,,"https://www.ebay.com/itm/385069863905",,,"Ships from United States","25 watchers",
,,,,,"College Station, Texas, United States","294572103850",,"16999.99","US $16,999.99","swcardworld",,"","Mike Trout Shohei Ohtani Dual On Card /5 Auto BGS 9 2018 Topps Stadium Club RC","Sports Trading Card",,"https://www.ebay.com/itm/294572103850",,,"13 watchers",,
,,,,,"Topanga, California, United States","363267342564",,"16995","US $16,995.00","topangacanyonsports",,"","{3X PSA 10} {1/50} + {2X 46/50} MUHAMMAD ALI 2000 UD MASTER COLLECTION PATCH 1/1",,,"https://www.ebay.com/itm/363267342564",,,"Ships from United States","21 watchers",
,,,,,"Ontario, California, United States","195440164450",,"17500","US $17,500.00","sports*card*slavik",,"","UPPER DECK BLACK DIAMOND RELIC PSA 10 POP 4 AUSTON MATTHEWS 2016 ROOKIE GEM","Sports Trading Card",,"https://www.ebay.com/itm/195440164450",,,"Ships from United States",,
,,,,,"Chambersburg, Pennsylvania, United States","224095402225",,"16999.99","US $16,999.99","mac_marketplace_llc",,"","2001 DREW BREES Absolute Memorabilia #152 ROOKIE RPM #9 RC AUTO /25 BGS 8.5  1/1","Sports Trading Card",,"https://www.ebay.com/itm/224095402225",,,"Ships from United States",,
,,,,,"Painesville, Ohio, United States","404005827531",,"16999.99","US $16,999.99","donrose1",,"","2005-06 Topps Signs Of Stardom #JZ Jay -Z BGS 9 Autograph w/10/9.5/9.5 Subs !!!!","Sports Trading Card",,"https://www.ebay.com/itm/404005827531",,,"Ships from United States",,
