"available","availableText","brand","ean","endedDate","itemLocation","itemNumber","mpn","price","priceWithCurrency","seller","sold","subTitle","title","type","upc","url","wasPrice","wasPriceWithCurrency","whyToBuy/0","whyToBuy/1","whyToBuy/2","whyToBuy/3","whyToBuy/4","whyToBuy/5"
,,,,,"Rhode Island, United States","394370477569",,"2000","US $2,000.00","yepbg",,"","1955 Robert Gould All Stars #5 Jim Hegan PSA 8 Cleveland Indians","Sports Trading Card",,"https://www.ebay.com/itm/394370477569",,,"Ships from United States",,,,,
,,,,,"Alhambra, California, United States","294167138028",,"2000","US $2,000.00","eccards",,"","2014 Panini Prizm World Cup Cristiano Ronaldo Lionel Messi Matchups #19 PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/294167138028",,,"Ships from United States","8 watchers",,,,
,,,,,"Punta Gorda, Florida, United States","384771825228",,"2000","US $2,000.00","matthegiamanc_0",,"","2012 Russell Wilson Towel Down Silver Prizm Psa 9 #230","Sports Trading Card",,"https://www.ebay.com/itm/384771825228",,,"Ships from United States",,,,,
,,,,,"Toms River, New Jersey, United States","354213458301",,"2000","US $2,000.00","blindluckcards",,"","2005-2006 Topps Finest Lebron James RED REFRACTOR /169 - PSA 9 MINT - FRESH SLAB","Sports Trading Card",,"https://www.ebay.com/itm/354213458301",,,"Ships from United States","5 watchers",,,,
,,,,,"Portland, Oregon, United States","255621270801",,"2000","US $2,000.00","smoke87sportscardsllc",,"","2014 Panini Spectra Black Prizm Russell Wilson BGS 9.5 Gem 💎💵 /5 SSP HTF HSA","Sports Trading Card",,"https://www.ebay.com/itm/255621270801",,,"Ships from United States",,,,,
,,,,,"Portland, Oregon, United States","255621293602",,"2000","US $2,000.00","smoke87sportscardsllc",,"","2014 Select Prizm Green Russell Wilson BGS 9.5 Gem /5 SSSP RARE HTF","Sports Trading Card",,"https://www.ebay.com/itm/255621293602",,,"Ships from United States",,,,,
,,,,,"Saint Petersburg, Florida, United States","402684098058",,"2000","US $2,000.00","kd_cards",,"","🔥 1997 Topps Chrome Tim Duncan ROOKIE RC #115 PSA 10 GEM MINT HOF Ceremony Soon","Sports Trading Card",,"https://www.ebay.com/itm/402684098058",,,"Ships from United States",,,,,
,,,,,"Las Vegas, Nevada, United States","314266063283",,"2000","US $2,000.00","psa-set-registry",,"","STEPHEN CURRY 2009 TOPPS #321 ROOKIE RC PSA 9 GOLDEN ST WARRIORS NBA TOUGH GRADE","Sports Trading Card",,"https://www.ebay.com/itm/314266063283",,,"Ships from United States",,,,,
,,,,,"Portland, Oregon, United States","255621242973",,"2000","US $2,000.00","smoke87sportscardsllc",,"","2013 Panini Spectra Prizm Gold Russell Wilson PSA 10 💎💵📈 1st Year Spectra SSP","Sports Trading Card",,"https://www.ebay.com/itm/255621242973",,,"Ships from United States",,,,,
,,,,,"Staten Island, New York, United States","255703889371",,"2000","US $2,000.00","onepizza",,"","1996 ULTRA DECADE OF EXCELLENCE MICHAEL JORDAN #U-4 PSA 10 GEM MINT","Sports Trading Card",,"https://www.ebay.com/itm/255703889371",,,"Ships from United States",,,,,
,,,,,"Glendale, California, United States","284806906149",,"2000","US $2,000.00","setcomarble",,"","2017-18 Donruss Optic Jayson Tatum The Rookies Holo Prizm #3 BGS 10 Pristine","Sports Trading Card",,"https://www.ebay.com/itm/284806906149",,,"Ships from United States",,,,,
,,,,,"Las Vegas, Nevada, United States","362551423727",,"2000","US $2,000.00","psa-set-registry",,"","TRAE YOUNG 2018 PANINI PRIZM #93 MOSAIC ORANGE PARALLEL ROOKIE RC /99 BGS 9.5 10","Sports Trading Card",,"https://www.ebay.com/itm/362551423727",,,"Ships from United States","15 watchers",,,,
,,,,,"Las Vegas, Nevada, United States","312463870138",,"2000","US $2,000.00","psa-set-registry",,"","BRANDON INGRAM 2016 PANINI SELECT PINK PRIZM PARALLEL ROOKIE RC /15 BGS 9.5 GEM","Sports Trading Card",,"https://www.ebay.com/itm/312463870138",,,"Ships from United States","14 watchers",,,,
,,,,,"Lafayette, Indiana, United States","255818364125",,"2000","US $2,000.00","macguyvr23",,"","95 96 TOPPS STADIUM CLUB MICHAEL JORDAN BEAM TEAM #B14 HGA 9 FREE SHIPPING","Sports Trading Card",,"https://www.ebay.com/itm/255818364125",,,"Ships from United States",,,,,
,,,,,"New Castle, Delaware, United States","234813812226",,"2000","US $2,000.00","cardlens",,"","1992 STADIUM CLUB MEMBERS ONLY SHAQUILLE O'NEAL #201 PSA 10 DNA AUTO AUTH","Sports Trading Card",,"https://www.ebay.com/itm/234813812226",,,"Ships from United States",,,,,
,,,,,"Hollywood, Florida, United States","175313076716",,"1995","US $1,995.00","down2w1togo",,"","2015 Bowman Chrome Draft Austin Riley Refractor Auto #BCA-ARI BGS GEM 9.5 QUAD!","Sports Trading Card",,"https://www.ebay.com/itm/175313076716",,,"Ships from United States","12 watchers",,,,
,,,,,"New York, New York, United States","134271931160",,"2000","US $2,000.00","basketball777",,"","2018-19 Prizm Jaren Jackson Jr. Orange /49 PSA 10 RC POP 13 #66","Sports Trading Card",,"https://www.ebay.com/itm/134271931160",,,"Ships from United States",,,,,
,,,,,"Irvine, California, United States","385222410202",,"2000","US $2,000.00","sustenancecards",,"","2018 Panini Spectra Lamar Jackson Neon Orange RC Die-Cut #/5 PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/385222410202",,,"Ships from United States",,,,,
,,,,,"Waipahu, Hawaii, United States","333716152796",,"2000","US $2,000.00","jakehono",,"","JARED GOFF 2016 PANINI PRIZM SILVER PRIZMS ROOKIE RC #208 BGS 10 (POP 7)",,,"https://www.ebay.com/itm/333716152796",,,"Ships from United States",,,,,
,,,,,"Winchendon, Massachusetts, United States","333884581010",,"2000","US $2,000.00","douglarud_0",,"🐐🐐🐐🐐 Graded Rookie","Tom Brady ROOKIE CARD ✅️🔥🔥📈📈","Sports Trading Card",,"https://www.ebay.com/itm/333884581010",,,"Ships from United States",,,,,
,,,,,"Surrey, British Columbia, Canada","403058684949",,"2000","US $2,000.00","shawnzshoeznstuff",,"","2006 Panini World Cup Cristiano Ronaldo Germany #169 PSA 9 Mint","Sports Trading Card",,"https://www.ebay.com/itm/403058684949",,,,,,,,
,,,,,"Milford, Massachusetts, United States","222831272968",,"2000","US $2,000.00","nvalorie",,"","2000 Just Imagine 2k MIGUEL CABRERA MYSTERY SIGNATURES BGS 9.5 GEM MINT AUTO 10","Sports Trading Card",,"https://www.ebay.com/itm/222831272968",,,"Ships from United States","6 watchers",,,,
,,,,,"Akron, Ohio, United States","225197752522",,"2000","US $2,000.00","jkish25",,"","Mint 1990 Toops Ken Griffey Jr. Rookie Baseball Card #336 Bloody Scar Error","Sports Trading Card",,"https://www.ebay.com/itm/225197752522",,,"Ships from United States",,,,,
,,,,,"Belvedere Tiburon, California, United States","125655957097",,"2000","US $2,000.00","slabbed",,"","Pele 1963 FLASHES Sadira Futebol #233 PSA 5.5 Pop 1 FINEST EVER Graded by any","Sports Trading Card",,"https://www.ebay.com/itm/125655957097",,,"Ships from United States",,,,,
,,,,,"Howell, New Jersey, United States","165174719528",,"2000","US $2,000.00","lhr_dubstep",,"","JUDE BELLINGHAM 2021 Finest Bundesliga Young Talents Die Cut Rookie RED /5 PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/165174719528",,,"Ships from United States",,,,,
,,,,,"New Castle, Delaware, United States","314266767714",,"2000","US $2,000.00","aagas_24",,"","Jalen Hurts 47/49 Auto #122 PSA 9",,,"https://www.ebay.com/itm/314266767714",,,"Ships from United States",,,,,
,,,,,"Fort Myers, Florida, United States","265261111933",,"2000","US $2,000.00","irishhosta",,"","1966 O-PEE-CHEE #50 MICKEY MANTLE KSA 8 ONE OWNER HIGH QUALITY PACK FRESH SHARP","Sports Trading Card",,"https://www.ebay.com/itm/265261111933",,,"Free shipping and returns","Ships from United States",,,,
,,,,,"Fort Myers, Florida, United States","265261117381",,"2000","US $2,000.00","irishhosta",,"","1952 TOPPS #9 BOBBY HOGUE KSA 8 BLACK BACK NEW YORK YANKEES WORLD SERIES CHAMPS","Sports Trading Card",,"https://www.ebay.com/itm/265261117381",,,"Free shipping and returns","Ships from United States",,,,
,,,,,"Elmira, New York, United States","334174705615",,"2000","US $2,000.00","kasle-9116",,"","Ray Lewis Authentic Football Card","Sports Trading Card",,"https://www.ebay.com/itm/334174705615",,,"Free shipping and returns","Sale benefits charity","Ships from United States",,,
,,,,,"Fort Myers, Florida, United States","265261113990",,"2000","US $2,000.00","irishhosta",,"","1960 TOPPS #148 CARL YASTRZEMSKI KSA 8.5 GEM MINT CORNERS NEAR PERFECT PRINTING","Sports Trading Card",,"https://www.ebay.com/itm/265261113990",,,"Free shipping and returns","Ships from United States",,,,
,,,,,"Irvine, California, United States","385222773826",,"2000","US $2,000.00","sustenancecards",,"","2018 Panini Encased Lamar Jackson Rookie Cap Patch Autographs RPA RC /25 BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/385222773826",,,"Ships from United States",,,,,
,,,,,"Allston, Massachusetts, United States","185651700940",,"2000","US $2,000.00","collectingfeverr",,"","2013-14 Panini Rising Tide Autographs #25 Giannis Antetokounmpo BGS 9 RC Rookie","Sports Trading Card",,"https://www.ebay.com/itm/185651700940",,,"Ships from United States",,,,,
,,,,,"Fort Myers, Florida, United States","265261115785",,"2000","US $2,000.00","irishhosta",,"","1958 TOPPS #1 TED WILLIAMS KSA 8 PERFECTLY CENTERED L:R PACK FRESH CARD SHARP HQ","Sports Trading Card",,"https://www.ebay.com/itm/265261115785",,,"Free shipping and returns","Ships from United States",,,,
,,,,,"Charlotte, Michigan, United States","134048636060",,"2000","US $2,000.00","good_2229",,"","2020 prizm black Justin Herbert red auto 66/99 psa 9","Sports Trading Card",,"https://www.ebay.com/itm/134048636060",,,"Ships from United States","11 watchers",,,,
,,,,,"Carrollton, Texas, United States","294325555736",,"2000","US $2,000.00","ngnichols1983",,"","2020 Topps Industry Conference - Erling Haaland - Bundesliga - Rookie - BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/294325555736",,,"Ships from United States","6 watchers",,,,
,,,,,"Plumsteadville, Pennsylvania, United States","313547176445",,"2000","US $2,000.00","www.707sportscards.com",,"","1935 Goudey 19 Bush Hoyt (4C*) Waner PSA 7 (4091)","Sports Trading Card",,"https://www.ebay.com/itm/313547176445",,,"Free shipping and returns","Ships from United States",,,,
,,,,,"Herington, Kansas, United States","374125195993",,"2000","US $2,000.00","mawhi_5643",,"","GLEYBER TORRES BGS 10 2018 TOPPS CHROME UPDATE #9 GOLD REFRACTOR 25/50 JERSEY #","Sports Trading Card",,"https://www.ebay.com/itm/374125195993",,,"Ships from United States",,,,,
,,,,,"Madison, Wisconsin, United States","155114692616",,"2000","US $2,000.00","bmw_cards2",,"","1967 Topps Test Pirates Stickers #6 Roberto Clemente SGC 9 MINT Well Centered!","Sports Trading Card",,"https://www.ebay.com/itm/155114692616",,,,,,,,
,,,,,"Dallas, Georgia, United States","125659012122",,"2000","US $2,000.00","rods_collection",,"","Panini Prizm Draft Picks Cade Cunningham White Sparkle FIreworks SSP RC PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/125659012122",,,"Ships from United States",,,,,
,,,,,"Marine City, Michigan, United States","304102324977",,"2000","US $2,000.00","jwpsales628",,"","2020 Leaf Trinity Jasson Dominguez Silver 5/5 PSA 10 Yankees Auto Laundry Tag","Sports Trading Card",,"https://www.ebay.com/itm/304102324977",,,"Ships from United States","7 watchers",,,,
,,,,,"Las Vegas, Nevada, United States","363941653345",,"2000","US $2,000.00","psa-set-registry",,"","SHAQUILLE ONEAL SHAQ 2007 STADIUM CLUB PROOF PLATINUM 1/1 RARE EDITION 8.5 1of1","Sports Trading Card",,"https://www.ebay.com/itm/363941653345",,,"Ships from United States",,,,,
,,,,,"Bowling Green, Kentucky, United States","354274434803",,"2000","US $2,000.00","bgsportscards2022",,"","2019 Will Grier Contenders Championship Ticket RC Auto # 8/10 BGS 9.5/10 POP 1","Sports Trading Card",,"https://www.ebay.com/itm/354274434803",,,"Ships from United States",,,,,
,,,,,"Arlington, Texas, United States","363319433520",,"2000","US $2,000.00","superiorsportsinvestments",,"","Tony Gwynn Rookie Card 1983 Topps #482 BGS 9.5 (9.5 9.5 9.5 9)","Sports Trading Card","Does Not Apply","https://www.ebay.com/itm/363319433520",,,"Ships from United States","11 watchers",,,,
,,,,,"Los Angeles, California, United States","133690007543",,"2000","US $2,000.00","jsneides",,"","2018 Panini Court Kings 47 LeBron James Portraits Jade 22/35 - LOW POP!!","Sports Trading Card",,"https://www.ebay.com/itm/133690007543",,,"Ships from United States","8 watchers",,,,
,,,,,"Las Vegas, Nevada, United States","313488883028",,"2000","US $2,000.00","psa-set-registry",,"","LAMAR JACKSON 2018 PANINI SELECT #70 CONCOURSE RED PRIZM ROOKIE RC /99 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/313488883028",,,"Ships from United States","21 watchers",,,,
,,,,,"Arlington, Texas, United States","133689902570",,"2000","US $2,000.00","superiorsportsinvestments",,"","Kobe Bryant 2007-08 Topps Chrome 57-58 Orange Refractors #24 BGS 9 (9.5 9 9.5 9)","Sports Trading Card","Does Not Apply","https://www.ebay.com/itm/133689902570",,,"Ships from United States","12 watchers",,,,
,,,,,"Singapore, Singapore","175528642192",,"2000","US $2,000.00","sohlucky",,"","Daniel James RC 2019 Chronicles Contender Rookie Ticket Cracked Ice 23/23 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/175528642192",,,,,,,,
,,,,,"Fort Myers, Florida, United States","274901157572",,"2000","US $2,000.00","irishhosta",,"","1961 TOPPS 563 BOB CERV KSA 9 MINT CENTERED BETTER THAN MOST HQ NEW YORK YANKEES","Sports Trading Card",,"https://www.ebay.com/itm/274901157572",,,,,,,,
,,,,,"Matthews, North Carolina, United States","374349488848",,"2000","US $2,000.00","aaacoll",,"","1953 Boxing Rocky Marciano v Jersey Joe Walcott Unused Tickets PSA 8 None higher","Sports Trading Card",,"https://www.ebay.com/itm/374349488848",,,"Ships from United States",,,,,
,,,,,"Brielle, New Jersey, United States","233963710104",,"2000","US $2,000.00","vintage_sports_cards",,"","1922 Exhibits W461 Harry Heilman - PSA EX 5 - Detroit Tigers - HIGH GRADE","Sports Trading Card",,"https://www.ebay.com/itm/233963710104",,,"Returns accepted","Ships from United States",,,,
,,,,,"Spring, Texas, United States","155303940807",,"2000","US $2,000.00","houstonliquidator",,"","2018-19 Prizm Luka Doncic Silver Prizm Rookie RC #280 PSA 10 GEM MT","Sports Trading Card",,"https://www.ebay.com/itm/155303940807",,,"Free shipping and returns","Ships from United States","5 watchers",,,
,,,,,"Hialeah, Florida, United States","134170044377",,"2000","US $2,000.00","miggy2349",,"","1998-99 ROUNDBALL ROYALTY REFRACTOR KOBE BRYANT BGS 9.5Gem Mint Lakers LA POP 30","Sports Trading Card",,"https://www.ebay.com/itm/134170044377",,,"Ships from United States",,,,,
,,,,,"Brielle, New Jersey, United States","233963910933",,"2000","US $2,000.00","vintage_sports_cards",,"","1928 Exhibits Blue #17 Frankie Frisch PSA VG-EX 4 VERY RARE Postcard Reverse","Sports Trading Card",,"https://www.ebay.com/itm/233963910933",,,"Returns accepted","Ships from United States",,,,
,,,,,"Arizona City, Arizona, United States","304261311111",,"2000","US $2,000.00","rsjsportscards",,"","2020 Topps on Demand Bowman MLS Ricardo Pepi #62 Blue #088/150 FC Dallas PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/304261311111",,,"Ships from United States",,,,,
,,,,,"Grand Rapids, Michigan, United States","185693864719",,"2000","US $2,000.00","bjpsportscards",,"","2021 Select Trevor Lawrence Die-Cut Zebra Prizm Rookie Card RC PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/185693864719",,,"Ships from United States",,,,,
,,,,,"Dallas, Texas, United States","264761024301",,"2000","US $2,000.00","ddbbbb",,"","MIKE TROUT 2017 TOPPS INCEPTION AUTOGRAPH PATCHES MAGENTA 17/30 BGS 9 AU 9",,,"https://www.ebay.com/itm/264761024301",,,"Ships from United States","6 watchers",,,,
,,,,,"Lebanon, Pennsylvania, United States","364076985803",,"2000","US $2,000.00","mullenbrew",,"","Julio Rodriguez 2020 Leaf Metal Rookie Auto Green Crystal PSA 9 Number 1 of 4","Sports Trading Card",,"https://www.ebay.com/itm/364076985803",,,"Ships from United States",,,,,
,,,,,"Calipatria, California, United States","225114584905",,"2000","US $2,000.00","sgtcast",,"","2019 Donruss Optic Deebo Samuel Black Pandora Auto 19/25 PSA 9 jersey #19 🔥🔥","Sports Trading Card",,"https://www.ebay.com/itm/225114584905",,,"Ships from United States","6 watchers",,,,
,,,,,"Tacoma, Washington, United States","295409014289",,"2000","US $2,000.00","lance-james",,"","2019 Bowman Sterling Noelvi Marte Speckle Auto/99 BGS 10/10. Rookie Prospect","Sports Trading Card",,"https://www.ebay.com/itm/295409014289",,,"Ships from United States",,,,,
,,,,,"Windham, New Hampshire, United States","194121034024",,"2000","US $2,000.00","goodridge",,"","Aaron Rodgers 2020 Auto #01/10 Encased Veteran Vault BGS 9.5 Gem Mint/10 Auto","Sports Trading Card",,"https://www.ebay.com/itm/194121034024",,,"Ships from United States","6 watchers",,,,
,,,,,"Lakewood, Ohio, United States","284368308167",,"2000","US $2,000.00","collectors_junktion",,"","LEBRON JAMES 2004-05 Topps 1st First Edition #23 BGS 9 (w/ 9.5 subs x3)","Sports Trading Card",,"https://www.ebay.com/itm/284368308167",,,"Free shipping and returns","Ships from United States",,,,
,,,,,"Parker, Colorado, United States","154411581020",,"1999.99","US $1,999.99","wescott2012",,"","2019 Topps Chrome Pete Alonso RC Auto #/50 Gold Refractor BGS 9.5 GEM+ w/10 WOW!","Sports Trading Card",,"https://www.ebay.com/itm/154411581020",,,"Ships from United States","25 watchers",,,,
"2","2 available",,,,"Sterling, Virginia, United States","115043135602",,"1999.99","US $1,999.99","blowoutcards2",,"","1996-97 Fleer Metal Ray Allen Precious Metal Rookie Rc #186 PSA 9 - POP 8 - QTY",,,"https://www.ebay.com/itm/115043135602",,,"Free shipping and returns","Ships from United States","5 watchers",,,
,,,,,"Northbrook, Illinois, United States","294919532761",,"2000","US $2,000.00","sportscardprophet",,"","2021 Panini Prizm DP NFL Terrace Marshall Jr. White Sparkle Auto 1/1 RC PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/294919532761",,,"Returns accepted","Ships from United States","5 watchers",,,
,,,,,"Sterling, Virginia, United States","115043095328",,"1999.99","US $1,999.99","blowoutcards2",,"","1996-97 Fleer Metal Allen Iverson Precious Metal Rookie Rc #201 PSA 8 - POP 14",,,"https://www.ebay.com/itm/115043095328",,,"Free shipping and returns","Ships from United States",,,,
,,,,,"Forest Hills, New York, United States","265402551101",,"1999.99","US $1,999.99","jasontw80",,"","2015 Panini Prizm #340 Myles Turner Mojo Prizm Rookie /25 BGS 10 Pristine Pop 1","Sports Trading Card",,"https://www.ebay.com/itm/265402551101",,,"Ships from United States",,,,,
,,,,,"Riverview, Florida, United States","115637617530",,"2000","US $2,000.00","flconsignment_0",,"","2015 WWE Undisputed Topps Razor Ramon Scott Hall Autograph CSG 8 Auto GOLD 1/1","Sports Trading Card",,"https://www.ebay.com/itm/115637617530",,,"Ships from United States","5 watchers",,,,
,,,,,"Martinez, California, United States","202852311018",,"1999.99","US $1,999.99","octagonsports",,"","2018 PANINI SELECT AQUA PRIZM JUAN SOTO RC!! 1/299!! SGC 10!! 1/1!! FIRST ONE!!","Sports Trading Card",,"https://www.ebay.com/itm/202852311018",,,"Ships from United States","6 watchers",,,,
,,,,,"Cranston, Rhode Island, United States","125311848189",,"1999.99","US $1,999.99","ntorre1",,"","2021 Cristian Santana Bowman Chrome Gold Refractor Auto /50 PSA 9 Tigers","Sports Trading Card",,"https://www.ebay.com/itm/125311848189",,,"Ships from United States","5 watchers",,,,
,,,,,"Irvine, California, United States","284998956487",,"1999.99","US $1,999.99","bayarea-sportscards",,"","2021 Panini National Treasures Josh Giddey Rookie Materials Auto /99 PSA/DNA 9","Sports Trading Card",,"https://www.ebay.com/itm/284998956487",,,"Ships from United States",,,,,
,,,,,"Dallas, Texas, United States","144198476146",,"1999.99","US $1,999.99","tnlcards",,"","2019 Kyler Murray Panini Encased 2 Clr Jersey Auto Autograph Rookie BGS 9.5 #/50","Sports Trading Card",,"https://www.ebay.com/itm/144198476146",,,"Ships from United States",,,,,
,,,,,"Kingman, Arizona, United States","313910645097",,"2000","US $2,000.00","grco3998",,"","1988 Fournier Estrellas Basketball cards Gem mint psa10 almost complete set 30","Sports Trading Card",,"https://www.ebay.com/itm/313910645097",,,"Ships from United States",,,,,
,,,,,"Quickship, USA, United States","225202898173",,"1999.99","US $1,999.99","graded_psa_cards",,"","1969 Topps #597 Rollie Fingers Rookie Card PSA 9 Mint Centered Floyd Burchart","Sports Trading Card",,"https://www.ebay.com/itm/225202898173",,,"Ships from United States",,,,,
,,,,,"APO, Armed Forces Europe, The Middle East, & , United States","403936252969",,"1999.99","US $1,999.99","sportscardveteran",,"","2021 Justin Fields Gold Standard Triple Patch Rc Auto 10  PSA 8 Rookie #25/75","Sports Trading Card",,"https://www.ebay.com/itm/403936252969",,,"Ships from United States",,,,,
,,,,,"Milner, Georgia, United States","234006304823",,"1999.99","US $1,999.99","originstory",,"","1986-87 Fleer Stickers #8 Michael Jordan Rookie Card SGC 88 NM/MT 8","Sports Trading Card",,"https://www.ebay.com/itm/234006304823",,,"Free shipping and returns","Ships from United States","8 watchers",,,
,,,,,"Pawcatuck, Connecticut, United States","174634858384",,"2000","US $2,000.00","hamiltoncollectibles",,"","Kevin Garnett Seal Of Approval 88/250 BGS Graded 2000-01 Basketball Free Ship","Sports Trading Card",,"https://www.ebay.com/itm/174634858384",,,"Ships from","United States",,,,
,,,,,"North Haven, Connecticut, United States","184761340703",,"1995","US $1,995.00","baseball_gamer",,"","2014 Topps Update CHROME Mookie Betts BGS 9.5 not PSA 10 2014 Topps Betts *RARE*","Sports Trading Card",,"https://www.ebay.com/itm/184761340703",,,"Ships from United States",,,,,
,,,,,"Scarsdale, New York, United States","115523999335",,"1999.99","US $1,999.99","drtab211ydy",,"","Daniel Jones 2019 Panini Contenders Cracked Ice ROOKIE AUTO/23 BGS 8.5/10 RC","Sports Trading Card",,"https://www.ebay.com/itm/115523999335",,,"Ships from United States","7 watchers",,,,
"2","2 available",,,,"Sterling, Virginia, United States","194434468444",,"1999.99","US $1,999.99","blowoutcards2",,"","1996-97 Fleer Metal Steve Nash Precious Metal Rookie Rc #205 PSA 9 - POP 6 - QTY",,,"https://www.ebay.com/itm/194434468444",,,"Free shipping and returns","Ships from United States",,,,
,,,,,"Mahomet, Illinois, United States","143784518553",,"1999.99","US $1,999.99","ando1414",,"","2019 Topps Chrome Sapphire #114 Brandon Lowe Red Refractor /5 Gem Mint PSA 10 RC","Sports Trading Card",,"https://www.ebay.com/itm/143784518553",,,"Returns accepted","Ships from United States","8 watchers",,,
,,,,,"Aldie, Virginia, United States","384595469735",,"1999.99","US $1,999.99","cardboard_inc",,"","2020 Bowman Draft TYLER SODERSTROM CDA-TS PURPLE Ref AUTO 50/250 PSA 10 GEM MINT","Sports Trading Card","Does not apply","https://www.ebay.com/itm/384595469735",,,"5","Watchers",,,,
,,,,,"Riverview, Florida, United States","115637603305",,"2000","US $2,000.00","flconsignment_0",,"","2014 Leaf Wrestling Ric Flair Bret Hart Autograph dual auto CSG 8.5 Black 1/1","Sports Trading Card",,"https://www.ebay.com/itm/115637603305",,,"Ships from United States",,,,,
,,,,,"Royal Oak, Michigan, United States","354162687207",,"1999.99","US $1,999.99","parkerstree-70",,"Numbered 2 of 15 PSA Pop 2 none higher!!!","2021 Phoenix Mac Jones Auto Blue /15 PSA 9 #109 New England Patriots Rookie RC","Sports Trading Card",,"https://www.ebay.com/itm/354162687207",,,"Ships from United States",,,,,
,,,,,"Windsor, Colorado, United States","314144811426",,"1999.99","US $1,999.99","vintagerookies",,"","1979 OPC Hockey #18 Wayne Gretzky Rookie Card RC Graded BVG 4.5 O-Pee-Chee '79","Sports Trading Card",,"https://www.ebay.com/itm/314144811426",,,"Free shipping and returns","Ships from United States","5 watchers",,,
,,,,,"Miami, Florida, United States","124809119905",,"1999.99","US $1,999.99","r2d2-ftype",,"","2018 Topps Update US1 Shohei Ohtani GOLD SP ROOKIE RC /2018 *PSA 10 GEM MINT","Sports Trading Card",,"https://www.ebay.com/itm/124809119905",,,"Returns accepted","Ships from United States","7 watchers",,,
,,,,,"Lima, Ohio, United States","175280238096",,"1999.99","US $1,999.99","claycards",,"","2017 Topps Inception Mike Trout Logo Patch Autograph Orange /10 Auto SGC 9.5","Sports Trading Card",,"https://www.ebay.com/itm/175280238096",,,"Returns accepted","Ships from United States","10 watchers",,,
,,,,,"Bel Air, Maryland, United States","255774497974",,"1999.99","US $1,999.99","hitmen_sports",,"","2021 Panini Encased Justin Fields Rookie Patch Autograph SP 24/25 BGS Mint 9","Sports Trading Card",,"https://www.ebay.com/itm/255774497974",,,"Ships from United States",,,,,
,,,,,"Englishtown, New Jersey, United States","175020030352",,"1999.99","US $1,999.99","italiachef1",,"","2020 Robert Puason Bowman PSA 10/ AUTO 10 Chrome Gold Shimmer Refractor #/50","Sports Trading Card",,"https://www.ebay.com/itm/175020030352",,,"Free shipping and returns","Ships from United States","11 watchers",,,
,,,,,"Allendale, New Jersey, United States","144111551109",,"1999.99","US $1,999.99","cork88",,"","MARCO LUCIANO 2019 BOWMAN CHROME SPECKLE REFRACTOR /299 SP AUTO BGS 9.5/10","Sports Trading Card",,"https://www.ebay.com/itm/144111551109",,,"Ships from United States","15 watchers",,,,
,,,,,"Newport News, Virginia, United States","115492666696",,"1999.99","US $1,999.99","timscards",,"","2014 PANINI CONTENDERS DEREK CARR AUTO LOOKING AT CAMERA VARIATION PSA 10 #214","Sports Trading Card",,"https://www.ebay.com/itm/115492666696",,,,,,,,
,,,,,"Versailles, Kentucky, United States","275498553481",,"1999.99","US $1,999.99","bcase78",,"** INCLUDES 18 PSA GRADED CARDs KEY STARS & ROOKIES! **","2012-13 Panini Prizm Basketball Complete 300 Set - NRMT-MINT W/ PSA GRADED CARDS","Sports Trading Card",,"https://www.ebay.com/itm/275498553481",,,"16","Watchers",,,,
,,,,,"Edgerton, Wisconsin, United States","374212671866",,"1999.99","US $1,999.99","cachedcollection",,"","1980 Topps Scoring Leader Bird, Erving, Johnson PSA NM-7","Sports Trading Card",,"https://www.ebay.com/itm/374212671866",,,"Free shipping and returns","Ships from United States",,,,
,,,,,"Madison Square, United States","265987619692",,"1999.99","US $1,999.99","newyorkrookiecards",,"","2013 Bowman Chrome AARON JUDGE BGS 9.5+ = 3X9.5 + 1X10 w/10 Auto -  2022 🏆MVP🏆","Sports Trading Card",,"https://www.ebay.com/itm/265987619692",,,"Ships from United States",,,,,
,,,,,"Surrey, British Columbia, Canada","265593547554",,"1999.99","US $1,999.99","ctac1000",,"","Jared Mccann 2015-16 Artifacts Black Auto Rookie Hockey Card #3/5 KSA Graded 9.5","Sports Trading Card",,"https://www.ebay.com/itm/265593547554",,,,,,,,
,,,,,"Atlanta, Georgia, United States","224934280201",,"1999.99","US $1,999.99","deezcards_13",,"","2021 Topps Chrome F1 Max Verstappen #167 Red Refractor Grand Prix /5 PSA 9 Pop 1","Sports Trading Card",,"https://www.ebay.com/itm/224934280201",,,"Ships from United States","13 watchers",,,,
,,,,,"Bensalem, Pennsylvania, United States","124721591886",,"1999.99","US $1,999.99","kan-9045",,"","2012 bowman chrome albert almora auto superfractor complete rainbow Cubs Reds!","Sports Trading Card",,"https://www.ebay.com/itm/124721591886",,,"Ships from United States","7 watchers",,,,
