"available","availableText","brand","ean","endedDate","itemLocation","itemNumber","mpn","price","priceWithCurrency","seller","sold","subTitle","title","type","upc","url","wasPrice","wasPriceWithCurrency","whyToBuy/0","whyToBuy/1","whyToBuy/2","whyToBuy/3","whyToBuy/4","whyToBuy/5"
,,,,,"Louisville, Kentucky, United States","394352842086",,"2000","US $2,000.00","gapcards-coins",,"","2020 Joe Burrow RC Encased SCRIPTED SIGNATURES /50 Psa 10 / 10 Auto POP 2","Sports Trading Card",,"https://www.ebay.com/itm/394352842086",,,"9","Watchers",,,,
,,,,,"Osterville, Massachusetts, United States","313538131846",,"1999","US $1,999.00","tsl6_cards",,"","2008 National Treasures Matt Ryan Rookie Patch Auto RPA /99 BGS 9 #111 On Card","Sports Trading Card",,"https://www.ebay.com/itm/313538131846",,,"Ships from United States","15 watchers",,,,
,,,,,"Long Beach, California, United States","385262293875",,"2000","US $2,000.00","moo-4595",,"","2020-21 Tyrese Maxey Gold Select Prizm #/10 RC Rookie Non-Auto PSA 10 Low Pop","Sports Trading Card",,"https://www.ebay.com/itm/385262293875",,,"Ships from United States",,,,,
,,,,,"Portland, Oregon, United States","293936576837",,"1999","US $1,999.00","hobbyholic_sports",,"","LUKA DONCIC 2018-19 PANINI DONRUSS OPTIC HOLO PRIZM #177 PSA 9 MAVERICKS Pop 266","Sports Trading Card",,"https://www.ebay.com/itm/293936576837",,,"Ships from United States",,,,,
,,,,,"Renton, Washington, United States","165788702243",,"2000","US $2,000.00","collectdopecards",,"On card auto!","2020 National Treasures Justin Herbert Rookie Dual Patch Purple /50 PSA 8.5/10","Sports Trading Card",,"https://www.ebay.com/itm/165788702243",,,"Ships from United States",,,,,
,,,,,"Encinitas, California, United States","233837305230",,"1999","US $1,999.00","alfm-16",,"","2019 Panini Green Prizm #249 Ja Morant Grizzlies RC Rookie PSA 10 Gem Mint 📈💎","Sports Trading Card",,"https://www.ebay.com/itm/233837305230",,,"Ships from United States","8 watchers",,,,
,,,,,"Bakersfield, California, United States","224472314127",,"2000","US $2,000.00","josejr_09",,"","2019 Topps Chrome UFC Sepia & Base RC Islam Makhachev SGC 10 Khabib Prodigy","Sports Trading Card",,"https://www.ebay.com/itm/224472314127",,,"Ships from United States","11 watchers",,,,
,,,,,"Merced, California, United States","195494473637",,"1999","US $1,999.00","jjor18",,"","2019 Panini Luka Doncic /10 Black Friday Escher Squares BGS 9.5 Dallas Mavericks","Sports Trading Card",,"https://www.ebay.com/itm/195494473637",,,"Ships from United States",,,,,
,,,,,"Richmond, Texas, United States","185485406557",,"1999","US $1,999.00","odyssey-breaks",,"","05 Ultimate Collection - Three Star Auto JETER - MATTINGLY - JACKSON - PSA POP 1","Sports Trading Card",,"https://www.ebay.com/itm/185485406557",,,"Ships from United States","8 watchers",,,,
,,,,,"Fairview, New Jersey, United States","255563885148",,"1999","US $1,999.00","dmbmij82",,"","2019 Panini Prizm DP Jordan Poole Gold Prizm #92 5/10 PSA 10 SUPER RARE","Sports Trading Card",,"https://www.ebay.com/itm/255563885148",,,"Ships from United States",,,,,
,,,,,"Connecticut, United States","274742622425",,"1999","US $1,999.00","trickydick22rd",,"","2016 Panini Contenders BRADY/GRONKOWSKI Touchdown Tandems Gold Holo /199 PSA 10","Sports Trading Card","Does not apply","https://www.ebay.com/itm/274742622425",,,"Ships from United States",,,,,
,,,,,"Saginaw, Michigan, United States","284918551561",,"2000","US $2,000.00","ames424",,"","2021 Panini Prizm Prizms Red #332 Zach Wilson PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/284918551561",,,"Ships from United States",,,,,
,,,,,"Azusa, California, United States","364035201390",,"2000","US $2,000.00","tcredhead",,"","CHRISTIAN McCAFFREY 2017 PANINI SELECT AUTO JERSEY PRIZM RC # / 199 FRESH PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/364035201390",,,"Ships from United States",,,,,
,,,,,"Phoenix, Arizona, United States","134259584553",,"2000","US $2,000.00","goff6793",,"","2014 National Treasures Derek Carr Rookie Auto /10 PSA 8 Raiders","Sports Trading Card",,"https://www.ebay.com/itm/134259584553",,,"Ships from United States",,,,,
,,,,,"Antioch, California, United States","125647270564",,"1999","US $1,999.00","bacchuzoid",,"","MIKE TROUT 2016 Topps Chrome Sapphire Refractor #1 Refractor BGS 9.5 Gem Mint","Sports Trading Card",,"https://www.ebay.com/itm/125647270564",,,"Ships from United States",,,,,
,,,,,"Los Angeles, California, United States","254964893024",,"1999","US $1,999.00","house_of_carter",,"","2018-19 Wendell Carter Jr Fast Break Purple /95 Rookie Jersey #34 - PSA 10","Sports Trading Card","Does not apply","https://www.ebay.com/itm/254964893024",,,"Ships from United States","16 watchers",,,,
,,,,,"Columbia, Missouri, United States","134192550972",,"1999","US $1,999.00","crumbs101",,"","2013 Panini Prizm Finite RC, Gerrit Cole, 1/1, BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/134192550972",,,"Ships from United States","8 watchers",,,,
,,,,,"Magnolia, New Jersey, United States","334656801821",,"1999","US $1,999.00","addicted.shopper.nj",,"","Wayne Gretzky Rookie Card RC PSA 6.5 1979-80 Topps #18","Sports Trading Card",,"https://www.ebay.com/itm/334656801821",,,"Returns accepted","Ships from United States",,,,
,,,,,"Post Falls, Idaho, United States","334426004137",,"1999","US $1,999.00","calloway_sportscards",,"","2019 Topps Heritage Chrome Fernando Tatis Jr RC Refractor  #/569 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/334426004137",,,"Ships from United States",,,,,
,,,,,"Plainview, New York, United States","115456724081",,"2000","US $2,000.00","anthonsolomit-0",,"","2017 topps gypsy queen Jacob degrom game used button patch auto 1/1 bgs 9.5","Sports Trading Card",,"https://www.ebay.com/itm/115456724081",,,"6","Watchers",,,,
,,,,,"Missouri City, Texas, United States","363989182859",,"1999","US $1,999.00","leshi-6682",,"","Patrick Williams 2020-21 Panini Flux Rookie Auto GOLD Prizm # 1/10 RC RCG 10","Sports Trading Card","Does not apply","https://www.ebay.com/itm/363989182859",,,"Ships from United States",,,,,
,,,,,"Vista, California, United States","275340354195",,"2000","US $2,000.00","edith42",,"","20-21 Topps Chrome Champions League SAPPHIRE  AQUA PEDRI  /150 RC PSA 10  POP 11","Sports Trading Card",,"https://www.ebay.com/itm/275340354195",,,"Ships from United States","21 watchers",,,,
,,,,,"Carson, California, United States","185092832055",,"2000","US $2,000.00","scarface8971",,"","1996-97 Topps Kobe Bryant RC Rookie Card #138 BGS 9.5 Gem mint(9,9.5,9.5,9.5) 💎","Sports Trading Card","Does not apply","https://www.ebay.com/itm/185092832055",,,"Ships from United States",,,,,
,,,,,"Hermosa Beach, California, United States","275484664205",,"1999","US $1,999.00","louisville_sportscards",,"","2021 Mac Jones Flawless Emerald 2/5 - Mint BGS 9 (9.5, 9.5, 9. 8.5)","Sports Trading Card",,"https://www.ebay.com/itm/275484664205",,,"Ships from United States",,,,,
,,,,,"Los Angeles, California, United States","285062673338",,"2000","US $2,000.00","jrennerapp",,"","2020-21 Topps Chrome Bundesliga JUDE BELLINGHAM Gold Wave Refractor /50 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/285062673338",,,"Ships from United States",,,,,
,,,,,"Pasadena, California, United States","285023781087",,"2000","US $2,000.00","jerdela-62",,"","2021 Panini Gold Prizm Kareem Adbul Jabbar Auto Graded PSA 9 ( Auto graded )","Sports Trading Card",,"https://www.ebay.com/itm/285023781087",,,"Ships from United States",,,,,
,,,,,"Brick, New Jersey, United States","384820799302",,"2000","US $2,000.00","gme_6945",,"","CEEDEE LAMB 2020 PANINI CERTIFIED SIG. JERSEY MIRROR GOLD 5/25 RC RPA PSA 10...","Sports Trading Card",,"https://www.ebay.com/itm/384820799302",,,"Ships from United States",,,,,
,,,,,"Elgin, Illinois, United States","385218490526",,"1999","US $1,999.00","danzimme_88",,"","2006 Finest Black Xfractor Devin Hester RC #125 PSA 8.5 #/25","Sports Trading Card",,"https://www.ebay.com/itm/385218490526",,,"Ships from United States",,,,,
,,,,,"Fairview, New Jersey, United States","255563894600",,"1999","US $1,999.00","dmbmij82",,"","2019 Panini Prizm Jordan Poole Fast Break Prizm Red #272 /125 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/255563894600",,,"Ships from United States",,,,,
,,,,,"Kahului, Hawaii, United States","234498412420",,"1999","US $1,999.00","msmommy143",,"","2020 Bowman Platinum Bobby Witt Jr Top Prospects Auto Icy /50 PSA 9- POP 3","Sports Trading Card",,"https://www.ebay.com/itm/234498412420",,,"Ships from United States",,,,,
,,,,,"Columbia, Missouri, United States","134192566115",,"1999","US $1,999.00","crumbs101",,"","2018 Topps Chrome RC, Ronald Acuna, BGS 10 Pristine Black","Sports Trading Card",,"https://www.ebay.com/itm/134192566115",,,"Ships from United States",,,,,
,,,,,"San Diego, California, United States","185611049798",,"2000","US $2,000.00","riotpulls",,"","GEORGE RUSSELL 2020 Topps Chrome Sapphire Formula 1  AQUA RC #19 SP /99 PSA 8","Sports Trading Card",,"https://www.ebay.com/itm/185611049798",,,"Ships from United States",,,,,
,,,,,"Valencia, California, United States","114929321658",,"1999","US $1,999.00","doctor_cards",,"","Stephen Curry Pacific Marquee Crown Royale BGS True Gem Quad 9.5","Sports Trading Card",,"https://www.ebay.com/itm/114929321658",,,"Returns accepted","Ships from United States","6 watchers",,,
,,,,,"Moosup, Connecticut, United States","185210391581",,"1999","US $1,999.00","nikrid31",,"","sam darnold 1 of 1 RC 2018 national treasures Trios Laundry Tags BGS 9/ 10 Auto","Sports Trading Card",,"https://www.ebay.com/itm/185210391581",,,"Ships from United States",,,,,
,,,,,"Bonners Ferry, Idaho, United States","325418264605",,"1999","US $1,999.00","allnbarookies",,"","2018-19 Prizm Green Pulsar Michael Porter Jr RC BGS 9.5 Gem Mint #25/25","Sports Trading Card",,"https://www.ebay.com/itm/325418264605",,,"Ships from United States",,,,,
,,,,,"Dublin, Ohio, United States","134326622828",,"2000","US $2,000.00","juliamano2",,"","1887 Kalamazoo Bats N690 Charlie Mason SGC Authentic Pose Variation",,,"https://www.ebay.com/itm/134326622828",,,"Returns accepted","Ships from United States",,,,
,,,,,"Yorba Linda, California, United States","225150643890",,"1999","US $1,999.00","cardtownus",,"","2018 Donruss Optic Orange Lamar Jackson ROOKIE /199 #167 PSA 10 GEM MINT","Sports Trading Card","Does not apply","https://www.ebay.com/itm/225150643890",,,"Ships from United States",,,,,
,,,,,"Alameda, California, United States","175283157750",,"1999","US $1,999.00","m4waxxed",,"","2019-20 Panini Select Trae Young Gold Prizm 03 /10 PSA 10 #33 Hawks SSP GEM MINT","Sports Trading Card",,"https://www.ebay.com/itm/175283157750",,,"Ships from United States",,,,,
,,,,,"Saint Paul, Minnesota, United States","385234629793",,"1999","US $1,999.00","tridiam-0",,"","2020 Select Justin Herbert Red Disco Prizm Rookie Field Level #19/49 PSA 10 H137",,,"https://www.ebay.com/itm/385234629793",,,,,,,,
,,,,,"Brookfield, Illinois, United States","165777172533",,"1999","US $1,999.00","jecre_6298",,"","Albert Pujols 2001 Bowman Auto BA-AP Certified Autograph PSA 9 Mint RARE","Sports Trading Card",,"https://www.ebay.com/itm/165777172533",,,"Ships from United States","7 watchers",,,,
,,,,,"San Diego, California, United States","133933920027",,"1999.99","US $1,999.99","harri-libi",,"","2019 Heritage Fernando Tatis Jr RC SILVER METAL /70 Rookie Refractor BGS 9 #517","Sports Trading Card",,"https://www.ebay.com/itm/133933920027",,,"Ships from United States",,,,,
,,,,,"Chino Hills, California, United States","265603833099",,"1999.99","US $1,999.99","jasonlwhitestone",,"","2020-21 Panini Prizm Anthony Edwards Silver Prizm RC #258 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/265603833099",,,"Ships from United States",,,,,
,,,,,"Boerne, Texas, United States","374261257166",,"1999.99","US $1,999.99","zoomi-60",,"","LONNIE WALKER 2018-19 NOIR LAUNDRY TAG RPA Prime /5 LOS ANGELES LAKERS SA SPURS","Sports Trading Card",,"https://www.ebay.com/itm/374261257166",,,"Ships from United States","5 watchers",,,,
,,,,,"Whittier, California, United States","255780932357",,"1999.99","US $1,999.99","mk2shima",,"","2013 Bowman Sterling Aaron Judge Auto #AJ BGS 9.5/10 Gem Mint+ Two 10 Sub Grades","Sports Trading Card",,"https://www.ebay.com/itm/255780932357",,,"Ships from United States",,,,,
,,,,,"Quincy, Massachusetts, United States","125622343879",,"1999","US $1,999.00","card_capsule",,"","1996-97 Skybox Z-Force Z-Peat Zebut #8 Allen Iverson PSA 9 MINT POP 14!!","Sports Trading Card",,"https://www.ebay.com/itm/125622343879",,,"Ships from United States","11 watchers",,,,
,,,,,"Palm Desert, California, United States","384848006931",,"1999.99","US $1,999.99","thogar-8522",,"","1981 Topps Football #216 Joe Montana Rookie Card RC PSA 9 MINT HOF LOOK","Sports Trading Card","Does not apply","https://www.ebay.com/itm/384848006931",,,"Ships from United States",,,,,
,,,,,"Livonia, Michigan, United States","265557784577",,"1999","US $1,999.00","rcinthed_on_ig",,"","2009 Topps Chrome MATTHEW STAFFORD Detroit Lions RC Auto TRUE GEM BGS 9.5/10","Sports Trading Card",,"https://www.ebay.com/itm/265557784577",,,"Ships from United States",,,,,
,,,,,"College Point, New York, United States","265562051070",,"1999","US $1,999.00","blingfactory",,"","2019-20 Mosaic JA MORANT Genesis RC SSP NBA Debut Card 274 PSA 10 Rare Pop 10","Sports Trading Card",,"https://www.ebay.com/itm/265562051070",,,"Ships from United States","18 watchers",,,,
,,,,,"Killeen, Texas, United States","165636874227",,"1999","US $1,999.00","javyzamora1",,"","Joe Burrow 2020 Panini Spectra ROOKIE PATCH AUTO 10 BGS 9 RPA /60 NEON BLUE📈","Sports Trading Card",,"https://www.ebay.com/itm/165636874227",,,"Ships from United States",,,,,
,,,,,"Norwalk, California, United States","144775795542",,"1999.99","US $1,999.99","titans20040dg95",,"","2012 Topps Heritage Bryce Harper #H650 BGS 9.5 GEM MINT RC /1000 Rookie MVP SSP","Sports Trading Card",,"https://www.ebay.com/itm/144775795542",,,"Returns accepted","Ships from United States","6 watchers",,,
,,,,,"Passaic, New Jersey, United States","144431676797",,"1999","US $1,999.00","ivictor25",,"","2001 Elite Passing the Torch Emmitt Smith Tony Dorsett Dual Auth PSA Auto /50!","Sports Trading Card",,"https://www.ebay.com/itm/144431676797",,,"Ships from United States","10 watchers",,,,
,,,,,"Marlton, New Jersey, United States","185583693546",,"1999","US $1,999.00","tunguyent2",,"","MICHAEL PORTER JR 2018-19 FLAWLESS Diamond /10 RC SSP RARE PSA 10 Pop 2🔥🔥","Sports Trading Card","Does not apply","https://www.ebay.com/itm/185583693546",,,"Ships from United States",,,,,
,,,,,"Seoul, Korea, South","195493942043",,"1999","US $1,999.00","gemmint_shop",,"","2017-18 Topps Chrome Soccer #41 Kylian Mbappe RC Refractor PSA9","Sports Trading Card",,"https://www.ebay.com/itm/195493942043",,,,,,,,
,,,,,"Westminster, California, United States","255805716972",,"1999.99","US $1,999.99","boxmagecards",,"","2020 Select Justin Herbert Rookie Signatures Prizm /49 RC PSA Auto 10","Sports Trading Card",,"https://www.ebay.com/itm/255805716972",,,"Returns accepted","Ships from United States",,,,
,,,,,"San Juan, Puerto Rico, Puerto Rico","275554813912",,"2000","US $2,000.00","sbailey013",,"","TOM BRADY 2000 BOWMAN #236 ROOKIE CARD🔥 RC PSA 8 NM-MT 💎","Sports Trading Card",,"https://www.ebay.com/itm/275554813912",,,"5 watchers",,,,,
,,,,,"San Diego, California, United States","275440761929",,"1999","US $1,999.00","brickyardsportscards",,"","2019-20 Mosaic Ja Morant 1/1 Rookie WRONG BACK Donovan Mitchell Grizzlies 🔥 MVP","Sports Trading Card",,"https://www.ebay.com/itm/275440761929",,,,,,,,
,,,,,"Atlanta, Georgia, United States","394266055031",,"1999","US $1,999.00","elizkim-8",,"","Zion Williamson 2019 Panini National Treasures Collegiate True RPA /99 PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/394266055031",,,"Ships from United States",,,,,
,,,,,"Clover, South Carolina, United States","314021864563",,"1999","US $1,999.00","buzzcitycollectibles",,"","NOLAN GORMAN AUTO 2018 1st Bowman Draft Chrome GREEN REFRACTOR #/99 BGS 9/10","Sports Trading Card","Does not apply","https://www.ebay.com/itm/314021864563",,,"Ships from United States",,,,,
,,,,,"Hesperia, California, United States","284911315358",,"1999.99","US $1,999.99","godfathersports",,"","Bo Jackson Signed 1986 Topps Traded Tiffany Rookie Card #50T PSA GEM MT 10 AUTO","Sports Trading Card",,"https://www.ebay.com/itm/284911315358",,,"Returns accepted","Ships from United States","35 watchers",,,
,,,,,"Eagle, Idaho, United States","303904939828",,"1999","US $1,999.00","wholesaleroftheyear",,"","Tua Tagovailoa Kaboom! Absolute Rookie RC 2020 KTT2 K-TT2 PSA 9 Miami Dolphins📈","Sports Trading Card",,"https://www.ebay.com/itm/303904939828",,,"Ships from United States","24 watchers",,,,
,,,,,"Hacienda Heights, California, United States","363953870306",,"1999.99","US $1,999.99","hypeskrrr",,"","2018 Topps Chrome Refractor #150 Shohei Ohtani SGC 10 PrIstine Gold Label Rookie","Sports Trading Card",,"https://www.ebay.com/itm/363953870306",,,"Ships from United States",,,,,
,,,,,"San Diego, California, United States","403623409285",,"1999","US $1,999.00","jennjac_4378",,"","1982 Topps Cal Ripken Rookie card #21 SGC 10 Gem Mint","Sports Trading Card",,"https://www.ebay.com/itm/403623409285",,,"Ships from United States","12 watchers",,,,
,,,,,"Stormville, New York, United States","354285351462",,"1999","US $1,999.00","jmv687",,"","1997-98  Stadium Club Triumvirate Luminescent Charles Barkley #T6A  PSA 10 POP 2","Sports Trading Card","Does not apply","https://www.ebay.com/itm/354285351462",,,"Ships from United States",,,,,
,,,,,"Jeffersonton, Virginia, United States","354145310960",,"1999.99","US $1,999.99","bled11qb",,"","1989 Topps Traded Tiffany Ken Griffey Jr. #41T Rookie Graded SGC 98 Gem Mint 10","Sports Trading Card",,"https://www.ebay.com/itm/354145310960",,,"Ships from United States","12 watchers",,,,
,,,,,"Havertown, Pennsylvania, United States","185395371411",,"1999.99","US $1,999.99","jeffreyk102978",,"","2020-21 Anthony Edwards Prizm Silver Rookie RC PSA 10 Timberwolves GEM MINT 📈🔥","Sports Trading Card",,"https://www.ebay.com/itm/185395371411",,,"Ships from United States",,,,,
,,,,,"North Las Vegas, Nevada, United States","185327262513",,"1999","US $1,999.00","cool_collectibles",,"","1987 Fleer Update Glossy Mark McGwire PSA/DNA 10/10, Population 16","Sports Trading Card",,"https://www.ebay.com/itm/185327262513",,,"Ships from United States",,,,,
,,,,,"Newbury Park, California, United States","404020265589",,"1999.99","US $1,999.99","bnau23",,"","2021 Panini Origins Scottie Barnes Pink On-Card Rookie Auto /25! PSA 9/10! ROY!","Sports Trading Card",,"https://www.ebay.com/itm/404020265589",,,"Ships from United States",,,,,
,,,,,"San Diego, California, United States","274747295401",,"1999","US $1,999.00","brickyardsportscards",,"","2017 Bowman Chrome Luis Campusano ORANGE Refractor Auto /25 💎 BGS 9.5/10 PADRES","Sports Trading Card",,"https://www.ebay.com/itm/274747295401",,,"Ships from United States",,,,,
,,,,,"Las Vegas, Nevada, United States","154980926539",,"1999","US $1,999.00","spyfm",,"","2020 Topps Chrome Sapphire Formula 1 Daniel Ricciardo #182 Purple /10 SGC 9","Sports Trading Card",,"https://www.ebay.com/itm/154980926539",,,"Ships from United States","9 watchers",,,,
,,,,,"Vista, California, United States","134318438390",,"1999.99","US $1,999.99","dcascino",,"","2020-21 Chrome Bundesliga Sapphire Edition Silas Red Auto #2/5 SGC 9/10 MT RC","Sports Trading Card",,"https://www.ebay.com/itm/134318438390",,,"Ships from United States",,,,,
,,,,,"Boston, Massachusetts, United States","194589851230",,"1999","US $1,999.00","www.topsportscards",,"","2003-04 Fleer E-X LeBron James #102 Rookie RC PSA 8 (Top Sports Cards) EX","Sports Trading Card",,"https://www.ebay.com/itm/194589851230",,,"Ships from United States","29 watchers",,,,
,,,,,"Charlotte, North Carolina, United States","203131779840",,"1999","US $1,999.00","flight23collectibles",,"","2005 Alex smith Exquisite Collection Rookie Autograph Rc Auto 46/99 Psa 10 RPA","Sports Trading Card",,"https://www.ebay.com/itm/203131779840",,,"Ships from United States",,,,,
,,,,,"Vista, California, United States","134266342055",,"1999.99","US $1,999.99","dcascino",,"","MALCOM NUNEZ 2021 Bowman Chrome Mega MOJO RED Ref. Rookie RC  #d 4/5 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/134266342055",,,"Ships from United States",,,,,
,,,,,"Vista, California, United States","194021941788",,"1999","US $1,999.00","riseup-theshow",,"","Corbin Carroll 2019 1st Bowman Chrome True Green Ref Auto /99 BGS 9.5 / 10 RC","Sports Trading Card",,"https://www.ebay.com/itm/194021941788",,,"Ships from United States","25 watchers",,,,
,,,,,"North Las Vegas, Nevada, United States","185325503342",,"1999","US $1,999.00","cool_collectibles",,"","1988 Jerry Rice PSA/DNA 10/10","Sports Trading Card",,"https://www.ebay.com/itm/185325503342",,,"Ships from United States",,,,,
,,,,,"Irvine, California, United States","353616672869",,"1999","US $1,999.00","birose-56",,"","2018 Prizm Baker Mayfield Green Crystal /75 BGS 9.5 with 10 Sub","Sports Trading Card",,"https://www.ebay.com/itm/353616672869",,,"Ships from United States",,,,,
,,,,,"North Hollywood, California, United States","284179551020",,"1999.99","US $1,999.99","ngamary1",,"","1992 STADIUM CLUB Topps SHAQUILLE O’NEAL Members Choice RC 🔥PSA 10🔥 LA Lakers","Sports Trading Card",,"https://www.ebay.com/itm/284179551020",,,"Ships from United States",,,,,
,,,,,"Saint James City, Florida, United States","325288216093",,"1999","US $1,999.00","coloradoskiguyrj",,"","Lebron James Fleer Retro 2011-2012 Noyz Boyz BGS 9","Sports Trading Card",,"https://www.ebay.com/itm/325288216093",,,"Ships from United States","10 watchers",,,,
,,,,,"Los Angeles, California, United States","325259125481",,"1999","US $1,999.00","californiasportscards",,"","2020 Bowman Next Tony Gonsolin RC Auto Orange 3/5 SSP Rookie Dodgers PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/325259125481",,,"Ships from United States",,,,,
,,,,,"Chicago, Illinois, United States","165270334894",,"1989","US $1,989.00","baseballcardzz",,"","2007 SPx SUPER SCRIPTS AUTOGRAPH SS-KD KEVIN DURANT ROOKIE PSA 10 GEM & Auto 10","Sports Trading Card",,"https://www.ebay.com/itm/165270334894",,,"Ships from United States","6 watchers",,,,
,,,,,"Plymouth Meeting, Pennsylvania, United States","134049573544",,"1979","US $1,979.00","flyerzoo29",,"","1979 O-Pee-Chee OPC #18 Wayne Gretzky RC Rookie PSA 4 Very Nice First Print🔥","Sports Trading Card",,"https://www.ebay.com/itm/134049573544",,,"Ships from United States","19 watchers",,,,
,,,,,"Point Roberts, Washington, United States","225064738793",,"1999","US $1,999.00","cfin6797",,"","1971-72 O-PEE-CHEE Hockey #111 Unmarked Checklist (1-132) Card Graded KSA 5 EX","Sports Trading Card","Does not apply","https://www.ebay.com/itm/225064738793",,,"Ships from United States","6 watchers",,,,
,,,,,"Monterey Park, California, United States","325432878222",,"1999.99","US $1,999.99","h3nryscollectibles",,"","2018 Prizm Josh Allen Green Prizm Rookie RC #205 PSA 10 Bills GEM MINT",,,"https://www.ebay.com/itm/325432878222",,,"8","Watchers",,,,
,,,,,"Portland, Oregon, United States","224638735861",,"1999","US $1,999.00","culturelab",,"","2019-20 Jordan Poole Mosaic Disco Gold /10 PSA 9 - POP 2","Sports Trading Card",,"https://www.ebay.com/itm/224638735861",,,"Ships from United States","15 watchers",,,,
,,,,,"Brookfield, Illinois, United States","165821026630",,"1999","US $1,999.00","jecre_6298",,"","2021 Donruss Optic TREY LANCE Pink Velocity Auto /50 PSA 10 GEM Mint","Sports Trading Card",,"https://www.ebay.com/itm/165821026630",,,"Ships from United States",,,,,
,,,,,"Vista, California, United States","134322427653",,"1999.99","US $1,999.99","dcascino",,"","2020 Topps Bowman MLS #68 DANTE SEALY ROOKIE GOLD #/50 PSA 10 Pop 2 FC Dallas","Sports Trading Card",,"https://www.ebay.com/itm/134322427653",,,"Ships from United States",,,,,
,,,,,"Hesperia, California, United States","275418650241",,"1999.99","US $1,999.99","godfathersports",,"","DeVonta Smith Signed 2021 Panini Donruss Downtown DT-38 RC PSA GEM MINT 10 AUTO","Sports Trading Card",,"https://www.ebay.com/itm/275418650241",,,"Ships from United States",,,,,
,,,,,"Carpentersville, Illinois, United States","354327659775",,"2000","US $2,000.00","rrfrankish",,"","JIM BROWN 1962 TOPPS FOOTBALL #28 PSA 7 NM NEAR MINT CLEVELAND BROWNS","Sports Trading Card",,"https://www.ebay.com/itm/354327659775",,,"Ships from United States",,,,,
"1","1 available",,,,"Middleboro, Massachusetts, United States","334083121433",,"1999.99","US $1,999.99","508sportscardsandkicks","1","","2003 TOPPS BAZOOKA LEBRON JAMES #276 ROOKIE CAVALIER PSA 9 MINT (1) LOW POP 9!","Sports Trading Card",,"https://www.ebay.com/itm/334083121433",,,"Last item available","Ships from United States",,,,
,,,,,"Middleboro, Massachusetts, United States","334083092612",,"1999.99","US $1,999.99","508sportscardsandkicks",,"","TOM BRADY 2000 PLAYOFF MOMENTUM QUAD ROOKIE CARD #RQ-11  SP PSA GOAT! RARE!",,,"https://www.ebay.com/itm/334083092612",,,"Ships from United States","12 watchers",,,,
,,,,,"Wyanet, Illinois, United States","165534340313",,"1999.99","US $1,999.99","hailstone24",,"","2003 Bowman Chrome Kobe Bryant Rookies & Stars Refractor /300 Rare PSA 9 POP 24!","Sports Trading Card",,"https://www.ebay.com/itm/165534340313",,,"6","Watchers",,,,
,,,,,"Woodside, New York, United States","164843981977",,"1999.99","US $1,999.99","mvp_529",,"","2019-20 Prizm Red /299 Rj Barrett Psa 10 Rookie","Sports Trading Card",,"https://www.ebay.com/itm/164843981977",,,"Ships from United States","19 watchers",,,,
,,,,,"Chula Vista, California, United States","334662246343",,"1999.99","US $1,999.99","mm708.619",,"","2020 Panini Flawless JALEN HURTS /20 Rookie Patches Silver PSA 10 Eagles - POP 2","Sports Trading Card",,"https://www.ebay.com/itm/334662246343",,,"Ships from United States",,,,,
,,,,,"Springboro, Ohio, United States","144620266978",,"1999.99","US $1,999.99","gatton_bros_cards",,"","1978 Topps #705 Rookie Outfielders PSA 10 GEM MINT *Pop 14*","Sports Trading Card",,"https://www.ebay.com/itm/144620266978",,,"Ships from United States",,,,,
,,,,,"Folsom, California, United States","233931599401",,"1999","US $1,999.00","gidez32",,"","AL KALINE Signed 1954 Topps Rookie Card #201 Tigers HOF RC🔥Beckett Authenticate","Sports Trading Card",,"https://www.ebay.com/itm/233931599401",,,"Returns accepted","Ships from United States",,,,
,,,,,"Redmond, Oregon, United States","234515077362",,"1995","US $1,995.00","comets00",,"","1996/97 TOPPS COMPLETE SET #1-221-with KOBE BRYANT ROOKIE BGS 7.5","Sports Trading Card",,"https://www.ebay.com/itm/234515077362",,,"Ships from United States",,,,,
,,,,,"Wyanet, Illinois, United States","165735814556",,"1999.99","US $1,999.99","hailstone24",,"","2020 Mosaic Anthony Edwards Pink Fluorescent #252 PSA 10 Gem Mint RC 4/10 POP 2","Sports Trading Card",,"https://www.ebay.com/itm/165735814556",,,"Returns accepted","Ships from United States",,,,
,,,,,"Nogales, Arizona, United States","204112710492",,"1999.99","US $1,999.99","sweetbria31",,"","2018 Topps UFC Museum Collection Israel Adesanya Sapphire / 25 BGS 9 Pop 2","Sports Trading Card",,"https://www.ebay.com/itm/204112710492",,,,,,,,
,,,,,"Renton, Washington, United States","275407728682",,"1999.99","US $1,999.99","seahawk_fan_206",,"","2012-13 Panini 1st Yr Select #66 LeBRON JAMES Miami Heat SILVER Prizm PSA 9 MINT","Sports Trading Card",,"https://www.ebay.com/itm/275407728682",,,"Free returns","Ships from United States","6 watchers",,,
