"available","availableText","brand","ean","endedDate","itemLocation","itemNumber","mpn","price","priceWithCurrency","seller","sold","subTitle","title","type","upc","url","wasPrice","wasPriceWithCurrency","whyToBuy/0","whyToBuy/1","whyToBuy/2","whyToBuy/3"
,,,,,"Philadelphia, Pennsylvania, United States","314255616211",,"1000","US $1,000.00","erange-78",,"","Akil Badoo Rookie Auto 1/1 PSA 10 White Sparkle 2021 Mosaic PSA 10 🔥⚾🔥","Sports Trading Card",,"https://www.ebay.com/itm/314255616211",,,"Ships from United States",,,
,,"TOPPS",,,"Warren, New Jersey, United States","284741246558",,"1000","US $1,000.00","sportsphilanthropist",,"","Max Fried - 2021 MLB TOPPS NOW Card 1036 1st starter 6+ Ks RED 3/10 BGS 9.5 POP1","Sports Trading Card",,"https://www.ebay.com/itm/284741246558",,,"Ships from United States",,,
,,,,,"Olympia, Washington, United States","266031113660",,"999.99","US $999.99","rycar-41",,"","2019 Contenders Football D.K. Metcalf Clear Rookie Ticket Variation 6/10-PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/266031113660",,,"Ships from United States",,,
,,,,,"Seymour, Connecticut, United States","325327515228",,"1000","US $1,000.00","westerncowboy1949",,"","2016 Panini Donruss Optic Auto Kyle Schwarber Cubs #RRKS Rookie PSA 10 #27594824","Sports Trading Card",,"https://www.ebay.com/itm/325327515228",,,"Returns accepted","Ships from United States",,
,,,,,"Lake Hiawatha, New Jersey, United States","175516872564",,"1000","US $1,000.00","cjcardcollector",,"","2020 Panini Donruss Net Marvel Press Proof Black 1/1 James Harden #19 BGS 8","Sports Trading Card",,"https://www.ebay.com/itm/175516872564",,,"Ships from United States","5 watchers",,
,,,,,"Los Angeles, California, United States","255518095197",,"1000","US $1,000.00","mrquick20",,"","2012-13 Fleer Retro LeBron James 97-98 Flair Legacy Row 0 #97FL-42  /100 BGS 9","Sports Trading Card",,"https://www.ebay.com/itm/255518095197",,,"Ships from United States",,,
,,,,,"Advance, North Carolina, United States","184808924489",,"1000","US $1,000.00","riss.jaso",,"","2013 Upper Deck Ice Premieres Aleksander Barkov 42/99 Bgs 9.5 (10,9.5,9.5,9.5)","Sports Trading Card",,"https://www.ebay.com/itm/184808924489",,,"Ships from United States","9 watchers",,
,,,,,"Portland, Oregon, United States","134260008943",,"1000","US $1,000.00","ukdavemac-2",,"","2021 BOWMAN CHROME RED SHIMMER REFRACTOR SPENCER TORKELSON RC /10 #BCP-187 PSA 9",,,"https://www.ebay.com/itm/134260008943",,,"Ships from United States",,,
,,,,,"Lake Hiawatha, New Jersey, United States","175516903553",,"1000","US $1,000.00","cjcardcollector",,"","2018 Panini Select Concourse Jalen Brunson Gold Prizm Rookie /10 PSA 10 #8","Sports Trading Card",,"https://www.ebay.com/itm/175516903553",,,"Ships from United States",,,
,,,,,"Bakersfield, California, United States","194885498091",,"1000","US $1,000.00","vanbr_5627",,"","2021 Panini Prizm UFC Rodolfo Vieira 10 SGC Graded Teal /49 rookie","Sports Trading Card",,"https://www.ebay.com/itm/194885498091",,,,,,
,,,,,"Detroit, Michigan, United States","255518096221",,"1000","US $1,000.00","mrquick20",,"","2013-14 Fleer Retro Michael Jordan Metal Universe Maximum Metal #14 BGS 9.5 GEM","Sports Trading Card",,"https://www.ebay.com/itm/255518096221",,,"Ships from United States","15 watchers",,
,,,,,"Oklahoma City, Oklahoma, United States","285024864580",,"1000","US $1,000.00","tedtem1984",,"","2015 Topps Chrome WWE Pulsar Refractor #57 The Rock 14/75 CSG 10 Graded",,,"https://www.ebay.com/itm/285024864580",,,"Ships from United States",,,
,,,,,"Lake Hiawatha, New Jersey, United States","175517577761",,"1000","US $1,000.00","cjcardcollector",,"","2018 Panini Prizm Nebula Jeff Green 1/1 PSA 10 #283 Wizards","Sports Trading Card",,"https://www.ebay.com/itm/175517577761",,,"Ships from United States","6 watchers",,
,,,,,"Seymour, Connecticut, United States","325173883015",,"1000","US $1,000.00","westerncowboy1949",,"","2003 Upper Deck Redemption LeBron James Cavaliers #NNO Rookie PSA 10 #28731416","Sports Trading Card",,"https://www.ebay.com/itm/325173883015",,,"Returns accepted","Ships from United States",,
,,,,,"Lake Hiawatha, New Jersey, United States","175516911682",,"1000","US $1,000.00","cjcardcollector",,"","2019 Panini Prizm Choice Javale McGee Nebula 1/1 PSA 10 Lakers #225","Sports Trading Card",,"https://www.ebay.com/itm/175516911682",,,"Ships from United States",,,
,,,,,"Oviedo, Florida, United States","265027895072",,"999.99","US $999.99","linagesportscard",,"","Cam Reddish 2019 Panini Select Courtside #300 Rookie RC PSA 10 Gem Mint",,,"https://www.ebay.com/itm/265027895072",,,"Ships from United States",,,
,,,,,"Warren, New Jersey, United States","275248745200",,"1000","US $1,000.00","sportsphilanthropist",,"","VIDAL BRUJAN 2021 Topps Now MLB AUTO Relic Card #470 BGS 9 4/10 SSSP POP 1 STUD","Sports Trading Card",,"https://www.ebay.com/itm/275248745200",,,"Ships from United States",,,
,,,,,"Irvine, California, United States","255469741516",,"1000","US $1,000.00","ninjaboy819",,"","2020 Bowman Chrome DAMON JONES Red Shimmer Refractor Auto /5 PSA 10 GEM MINT",,,"https://www.ebay.com/itm/255469741516",,,"Ships from United States",,,
,,,,,"Fargo, North Dakota, United States","284989080749",,"1000","US $1,000.00","card-freakcards",,"","2020 Leaf flash Joe Burrow autograph card. PSA DNA. Bengals","Sports Trading Card",,"https://www.ebay.com/itm/284989080749",,,"Ships from United States",,,
,,,,,"Lake Hiawatha, New Jersey, United States","175516906566",,"1000","US $1,000.00","cjcardcollector",,"","2019 Panini Fussball Austrian Bundesliga Sticker Erling Haaland Rookie BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/175516906566",,,"Ships from United States",,,
,,,,,"Sandy, Utah, United States","194954802435",,"999","US $999.00","griffith35",,"","2020 TOPPS CHROME CELEBRATION OF THE DECADES #150 BO BICHETTE BLUE JAYS PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/194954802435",,,"Ships from United States","6 watchers",,
,,,,,"Honey Brook, Pennsylvania, United States","304091262172",,"999","US $999.00","craigerocksngemz",,"","Mike Trout 2016 Topps Allen & Ginter Mini Black Border Graded PSA GEM MINT 10","Sports Trading Card",,"https://www.ebay.com/itm/304091262172",,,"Ships from United States",,,
,,,,,"Dallas, Texas, United States","295252589674",,"1000","US $1,000.00","dkreedjr",,"","2021-22 Panini Obsidian GAVI RC Supernova Red /20 Barcelona #7 BGS 9.5 Rookie","Sports Trading Card",,"https://www.ebay.com/itm/295252589674",,,"Ships from United States",,,
,,,,,"Lake Hiawatha, New Jersey, United States","175517592825",,"1000","US $1,000.00","cjcardcollector",,"","2019 Panini Select Luka Doncic Courtside Zebra Prizm SSP PSA 9 Mavericks #281","Sports Trading Card",,"https://www.ebay.com/itm/175517592825",,,"Ships from United States",,,
,,,,,"Phoenix, Arizona, United States","165759525250",,"1000","US $1,000.00","sattyfamilycards",,"","Tony Romo 2003 SP Authentic Blue Ink Auto Rookie Card /1200 PSA 10 Gem Mt","Sports Trading Card",,"https://www.ebay.com/itm/165759525250",,,"Ships from United States","5 watchers",,
,,,,,"Honey Brook, Pennsylvania, United States","293873134888",,"999","US $999.00","craigerocksngemz",,"","Bryce Harper 2019 Topps Vintage Stock Phillies RC Graded PSA GEM MINT 10","Sports Trading Card",,"https://www.ebay.com/itm/293873134888",,,"Ships from United States",,,
,,,,,"Edinburg, Texas, United States","115626853034",,"1000","US $1,000.00","packdog78",,"","2012-13 panini gold standard anthony davis auto jersey rc gem mint 9.5/10","Sports Trading Card",,"https://www.ebay.com/itm/115626853034",,,"Ships from United States",,,
,,,,,"Post Falls, Idaho, United States","304551095893",,"999","US $999.00","wideworldofsportscards",,"","2018 Panini Prizm Baker Mayfield Green Prizm Refractor RC PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/304551095893",,,"Ships from United States",,,
,,,,,"Clarks Summit, Pennsylvania, United States","294438267587",,"975","US $975.00","d-tailed",,"","1958 Ted Williams TOPPS All Star Card PSA Graded 8 #485","Sports Trading Card",,"https://www.ebay.com/itm/294438267587",,,"Longtime member",,,
,,,,,"Revere, Massachusetts, United States","255859082163",,"1000","US $1,000.00","mprez9-sports-soccer-cardshop",,"","Sergio Ramos 2022 Futera PSG The Headliners 1/1 24KT Gold Frame PSA 10 Gem Mint",,,"https://www.ebay.com/itm/255859082163",,,"Returns accepted","Ships from United States",,
,,,,,"Alameda, California, United States","134218567875",,"1000","US $1,000.00","thecardmanic",,"","2020-21 Panini Prizm - Red Prizms #258 Anthony Edwards Psa 9 /299 Rookie Card Rc","Sports Trading Card",,"https://www.ebay.com/itm/134218567875",,,"Ships from United States","15 watchers",,
,,,,,"Terre Hill, Pennsylvania, United States","134352467526",,"999","US $999.00","4_nine",,"","2020 Optic Justin Herbert Rated Rookie Holo PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/134352467526",,,"Ships from United States",,,
,,,,,"Lake Hiawatha, New Jersey, United States","175517583844",,"1000","US $1,000.00","cjcardcollector",,"","2019-20 Crown Royale RJ Barrett Kaboom SP Rookie RC #20 Knicks BGS 9","Sports Trading Card",,"https://www.ebay.com/itm/175517583844",,,,,,
,,,,,"Wilsonville, Oregon, United States","266025279310",,"1000","US $1,000.00","shoprally",,"","2021-22 Panini Prizm Ja Morant #194 Grewn Pulsar /25 PSA 10 Gem Mint","Sports Trading Card",,"https://www.ebay.com/itm/266025279310",,,,,,
,,,,,"East Grand Forks, Minnesota, United States","403129767999",,"1000","US $1,000.00","jethorf_0",,"","Kevin Durant 2013-14 Panini Prizm Dominance #3 eBay 1 Of 1: OFF-CENTERED Graded","Sports Trading Card",,"https://www.ebay.com/itm/403129767999",,,"Ships from United States",,,
,,,,,"Warren, New Jersey, United States","274856421854",,"1000","US $1,000.00","sportsphilanthropist",,"","2017 Topps Now Cubs NLDS Base Relic 754E Advance to 3rd Straight NLCS /5 BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/274856421854",,,"Ships from United States",,,
,,,,,"Birmingham, Alabama, United States","115590851424",,"995","US $995.00","keng205",,"","Aaron Judge  Auto Donruss Rookie BGS  9.5 (10 Centered)","Sports Trading Card",,"https://www.ebay.com/itm/115590851424",,,"Ships from United States",,,
,,,,,"Edinburg, Texas, United States","115592836509",,"1000","US $1,000.00","packdog78",,"","2017 elite draft christian mccaffrey rc auto mint bgs 9 auto 10","Sports Trading Card",,"https://www.ebay.com/itm/115592836509",,,"Ships from United States",,,
,,,,,"Seymour, Connecticut, United States","385275333820",,"1000","US $1,000.00","westerncowboy1949",,"","2017 Panini Donruss Optic Jayson Tatum Celtics #198 Rookie ISA 10 #52759483","Sports Trading Card",,"https://www.ebay.com/itm/385275333820",,,,,,
,,,,,"Honey Brook, Pennsylvania, United States","304346272837",,"999","US $999.00","craigerocksngemz",,"","Bryce Harper 2020 Panini Prizm Gems Phillies Graded PSA GEM MINT 10","Sports Trading Card",,"https://www.ebay.com/itm/304346272837",,,"Ships from United States",,,
,,,,,"Portland, Oregon, United States","134260006416",,"1000","US $1,000.00","ukdavemac-2",,"","2021 BOWMAN CHROME POSITIONAL RED REFRACTOR SPENCER TORKELSON ROOKIE /5 PSA 9",,,"https://www.ebay.com/itm/134260006416",,,"Ships from United States",,,
,,,,,"Honey Brook, Pennsylvania, United States","304346286966",,"999","US $999.00","craigerocksngemz",,"","Bryce Harper 2020 Topps Vintage Stock 83/99 Phillies Graded PSA GEM MINT 10","Sports Trading Card",,"https://www.ebay.com/itm/304346286966",,,"Ships from United States",,,
,,,,,"Honey Brook, Pennsylvania, United States","294796484082",,"999","US $999.00","craigerocksngemz",,"","Bryce Harper 2020 Topps Opening Day Blue Foil Phillies Graded PSA GEM MINT 10","Sports Trading Card",,"https://www.ebay.com/itm/294796484082",,,"Ships from United States",,,
,,,,,"Williamsburg, Virginia, United States","133509151915",,"1000","US $1,000.00","steele7",,"","2014 Panini Prizm Marcus Smart Silver Prizm Rookie PSA 10! Boston Celtics!",,,"https://www.ebay.com/itm/133509151915",,,"Ships from United States","5 watchers",,
,,,,,"Irvine, California, United States","255469753880",,"1000","US $1,000.00","ninjaboy819",,"","2017 Bowman Draft KESTON HIURA Defining Moments Red Auto /5 PSA 10 GEM MINT",,,"https://www.ebay.com/itm/255469753880",,,"Ships from United States",,,
,,,,,"San Diego, California, United States","203098928361",,"1000","US $1,000.00","unbuyased",,"","2013 PANINI PRIZM LEBRON JAMES #65 PSA 10 GEM MINT","Sports Trading Card",,"https://www.ebay.com/itm/203098928361",,,"Ships from United States",,,
,,,,,"Edinburg, Texas, United States","115594148564",,"1000","US $1,000.00","packdog78",,"","2009 upper deck lebron james kobe bryant dual materials jersey psa 8 low pop","Sports Trading Card",,"https://www.ebay.com/itm/115594148564",,,"Ships from United States",,,
,,,,,"Lee's Summit, Missouri, United States","195330620701",,"1000","US $1,000.00","antphili-0",,"","2022 Topps Series 2 (Oneal) Oneil Cruz RC Baseball Stars FCG 9 #16/25 Pirates","Sports Trading Card",,"https://www.ebay.com/itm/195330620701",,,"Ships from United States",,,
,,,,,"Chicago, Illinois, United States","125548480069",,"999","US $999.00","mac-n-charlie-sports",,"","KOBE BRYANT 1997-98  NBA Hoops #1 HIGH VOLTAGE PSA 9 MINT Low Pop None Higher",,,"https://www.ebay.com/itm/125548480069",,,"Ships from United States","6 watchers",,
,,,,,"Stockton, California, United States","255006588983",,"1000","US $1,000.00","thatsanerror22",,"","Rashod Bateman Upper Deck USA Premium Swatch Auto #d /99 PSA 10 Pop 1 Autograph","Sports Trading Card",,"https://www.ebay.com/itm/255006588983",,,"Ships from United States",,,
,,,,,"Waupun, Wisconsin, United States","234364921894",,"1000","US $1,000.00","footpsacards",,"","2007 NFL PLAYOFFS GOLD HOLO FOIL Brett Favre PSA 10 GEM MINT SERIAL #14/25",,,"https://www.ebay.com/itm/234364921894",,,"Ships from United States",,,
,,,,,"Northport, New York, United States","325333039097",,"1000","US $1,000.00","cthecollector13",,"","2020 National Treasures Justin Jefferson Signature Combos Prime #18/25 Vikings","Sports Trading Card",,"https://www.ebay.com/itm/325333039097",,,"Ships from United States","11 watchers",,
,,,,,"Chisago City, Minnesota, United States","125649800875",,"999","US $999.00","joeric_19",,"","RAY ALLEN ROOKIE RC SKYBOX 1996-97 AUTOGRAPHICS BLUE PSA 7 With 9 AUTO POP 3","Sports Trading Card",,"https://www.ebay.com/itm/125649800875",,,"Ships from United States","8 watchers",,
,,,,,"Frederick, Maryland, United States","394191908766",,"1000","US $1,000.00","dtriman7",,"","1957-58 Topps Bob Cousy Rookie Card #17 SGC Graded 3 Basketball Card","Sports Trading Card",,"https://www.ebay.com/itm/394191908766",,,"Ships from United States",,,
,,,,,"Brea, California, United States","314124741053",,"1000","US $1,000.00","hobbylegends_consignment",,"","2020 Bowman Chrome Yordan Alvarez AUTO ATOMIC REFRACTOR RC /100 GEM MINT 10 #YA","Sports Trading Card",,"https://www.ebay.com/itm/314124741053",,,"Ships from United States","7 watchers",,
,,,,,"Midlothian, Texas, United States","403923621603",,"1000","US $1,000.00","midlo_collectibles",,"","2022 Topps Museum Collection Albert Pujols Silver Framed Auto /15 SGC 9/10 Mint","Sports Trading Card",,"https://www.ebay.com/itm/403923621603",,,"Returns accepted","Ships from United States",,
,,,,,"Waupun, Wisconsin, United States","234581097003",,"1000","US $1,000.00","footpsacards",,"","1998 Brett Favre PSA 10 GEM MINT, Playoff Momentum HEADLINERS RED, POP 1","Sports Trading Card",,"https://www.ebay.com/itm/234581097003",,,"No returns",,,
,,,,,"New London, Connecticut, United States","255713004398",,"1000","US $1,000.00","sethgleason",,"","RAFAEL DEVERS 2018 Topps Chrome Rookie Blue Refractor /150 BGS 9.5 *SGCARDS*","Sports Trading Card",,"https://www.ebay.com/itm/255713004398",,,"Returns accepted","Ships from United States","5 watchers",
,,,,,"Waupun, Wisconsin, United States","234366541581",,"1000","US $1,000.00","footpsacards",,"","2006 Bowman Chrome REFRACTOR PSA 10 Brett Favre Green Bay Packers",,,"https://www.ebay.com/itm/234366541581",,,"Ships from United States",,,
,,,,,"Waupun, Wisconsin, United States","234366499342",,"1000","US $1,000.00","footpsacards",,"","2006 eTopps PSA 10 GEM MINT Brett Favre Green Bay Packers POP 3 SERIAL #713/749",,,"https://www.ebay.com/itm/234366499342",,,"Ships from United States",,,
,,,,,"Waupun, Wisconsin, United States","234581318483",,"1000","US $1,000.00","footpsacards",,"","1998 Brett Favre PSA 10 GEM MINT, Pacific REVOLUTION ROOKIES & STARS, POP 1","Sports Trading Card",,"https://www.ebay.com/itm/234581318483",,,"Ships from United States",,,
,,,,,"West Palm Beach, Florida, United States","194339992575",,"1000","US $1,000.00","worldchampionsportscards",,"","1993 Upper Deck SP Foil Derek Jeter Rookie #279 BGS 8.5 NM-MT New York Yankees","Sports Trading Card",,"https://www.ebay.com/itm/194339992575",,,"Ships from United States",,,
,,,,,"Waupun, Wisconsin, United States","234581101401",,"1000","US $1,000.00","footpsacards",,"","1998 Brett Favre PSA 10 GEM MINT, Pacific REVOLUTION, POP 1, Green Bay Packers","Sports Trading Card",,"https://www.ebay.com/itm/234581101401",,,"Ships from United States",,,
,,,,,"Columbia, Missouri, United States","133869840332",,"999","US $999.00","crumbs101",,"","2020 Topps Tribute Tandem Auto Booklet, Vlad Guerrero Jr., Alomar, #/10, BGS 9","Sports Trading Card",,"https://www.ebay.com/itm/133869840332",,,"Ships from United States",,,
,,,,,"Midland Park, New Jersey, United States","185686874518",,"1000","US $1,000.00","nicks_cards_32",,"","2019 Revolution Chinese New Year Autograph RJ Barrett RC 9/9 PSA 9 Jersey #","Sports Trading Card",,"https://www.ebay.com/itm/185686874518",,,"Ships from United States",,,
,,,,,"Waupun, Wisconsin, United States","234581088403",,"1000","US $1,000.00","footpsacards",,"","1998 Brett Favre PSA 10 GEM MINT, Playoff LEATHER RED, POP 1 Green Bay Packers","Sports Trading Card",,"https://www.ebay.com/itm/234581088403",,,"Ships from United States",,,
,,,,,"Spring Grove, Pennsylvania, United States","283939974103",,"1000","US $1,000.00","6hogbackgrowler9",,"","2014 Topps Chrome ‘63 Mini Ref Auto TEDDY BRIDGEWATER BGS 9.5 / 10 Auto RC #/15","Sports Trading Card",,"https://www.ebay.com/itm/283939974103",,,"Ships from United States",,,
,,,,,"Seymour, Connecticut, United States","384875909258",,"1000","US $1,000.00","westerncowboy1949",,"","1987 Toys R US Rookies Barry Larkin Reds #18 Rookie PSA 10 #29058901  (HOF 2012)","Sports Trading Card",,"https://www.ebay.com/itm/384875909258",,,"Returns accepted","Ships from United States","5 watchers",
,,,,,"Fair Lawn, New Jersey, United States","225284472675",,"1000","US $1,000.00","topgun6580",,"","2017 BOWMAN CHROME BLUE SHIMMER REFRACTOR #BCP127 RONALD ACUNA JR RC  PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/225284472675",,,"Ships from United States",,,
,,,,,"Seymour, Connecticut, United States","385280147587",,"1000","US $1,000.00","westerncowboy1949",,"","1997 Collector's Choice Curtis Martin Patriots #S14 ISA 10 #52763506  (HOF 2012)","Sports Trading Card",,"https://www.ebay.com/itm/385280147587",,,"Returns accepted","Ships from United States",,
,,,,,"Naperville, Illinois, United States","265922064711",,"999","US $999.00","calbear42",,"","🔥1956 Topps Baseball WILLIE MAYS #130 GIANTS Gray Back Beckett 4.5 VG EX🔥",,,"https://www.ebay.com/itm/265922064711",,,"Ships from United States",,,
,,,,,"Seymour, Connecticut, United States","385280144235",,"1000","US $1,000.00","westerncowboy1949",,"","1997 Collector's Choice Curtis Martin Patriots #S14 ISA 10 #52764372  (HOF 2012)","Sports Trading Card",,"https://www.ebay.com/itm/385280144235",,,"Returns accepted","Ships from United States",,
,,,,,"Walnut Creek, California, United States","255666420663",,"1000","US $1,000.00","norcalmma",,"","*JIRI PORCHAZKA* ~SELECT ""DISCO"" 1ST AUTO RC~ -2021 PANINI UFC *(ROOKIE(PSA(10)*","Sports Trading Card",,"https://www.ebay.com/itm/255666420663",,,"Ships from United States",,,
,,,,,"Chicago, Illinois, United States","284889362587",,"1000","US $1,000.00","hendryy",,"","2021 Donruss Walter Payton Downtown PSA 5 POP 1 True PSA Screw Job","Sports Trading Card",,"https://www.ebay.com/itm/284889362587",,,"Ships from United States",,,
,,,,,"Waupun, Wisconsin, United States","234582336582",,"1000","US $1,000.00","footpsacards",,"","1998 Brett Favre PSA 10 GEM MINT, Ultra TOP 30, #26, POP 1, Green Bay Packers","Sports Trading Card",,"https://www.ebay.com/itm/234582336582",,,"Ships from United States",,,
,,,,,"Seymour, Connecticut, United States","325298039389",,"1000","US $1,000.00","westerncowboy1949",,"","2000 Multi-AD Midwest League Albert Pujols Cardinals #20 Rookie PSA 10 #30951467","Sports Trading Card",,"https://www.ebay.com/itm/325298039389",,,"Returns accepted","Ships from United States","7 watchers",
,,,,,"Newton Center, Massachusetts, United States","374118725684",,"999","US $999.00","opextes",,"","Joe Burrow 2020 Donruss Optic Rated Rookie Blue Scope Prizm RC PSA 10 GEM MINT","Sports Trading Card",,"https://www.ebay.com/itm/374118725684",,,"Ships from United States",,,
,,,,,"Kent, Washington, United States","353411344329",,"1000","US $1,000.00","juniorsnorthwestsportscards",,"","peyton manning autographed card Leaf R & S 2007 Peyton Manning PSA/DNA 6","Sports Trading Card",,"https://www.ebay.com/itm/353411344329",,,"Ships from United States",,,
,,,,,"Denver, Colorado, United States","325374653035",,"995","US $995.00","geoform",,"","JOE BURROW 2020 PANINI CHRONICLES SPECTRA MOJO PRIZM PSA 10 JERSEY # 9/25 RC 1/1","Sports Trading Card",,"https://www.ebay.com/itm/325374653035",,,"Ships from United States",,,
,,,,,"Los Angeles, California, United States","185491255008",,"1000","US $1,000.00","kandksportscards",,"","BAKER MAYFIELD AUTO ROOKIE CARD JERSEY PRIZM #/50 PSA  2018 Obsidian RPA RC 10","Sports Trading Card",,"https://www.ebay.com/itm/185491255008",,,"Ships from United States",,,
,,,,,"Waupun, Wisconsin, United States","234368879910",,"1000","US $1,000.00","footpsacards",,"","2006 Upper Deck TUFF STUFF PSA 10 Brett Favre Green Bay Packers POP 2",,,"https://www.ebay.com/itm/234368879910",,,"Ships from United States",,,
,,,,,"Waupun, Wisconsin, United States","234368885210",,"1000","US $1,000.00","footpsacards",,"","2006 PACKERS POLICE PSA 10 Brett Favre Packers POP 1",,,"https://www.ebay.com/itm/234368885210",,,"Ships from United States",,,
,,,,,"Troy, Michigan, United States","374065274693",,"1000","US $1,000.00","kickasstshirts3",,"","15/16 Upper Deck Young Guns Acetate Connor Hellebuyck BGS 9.5 MINT RC","Sports Trading Card",,"https://www.ebay.com/itm/374065274693",,,"Ships from United States",,,
,,,,,"Seymour, Connecticut, United States","325453985527",,"1000","US $1,000.00","westerncowboy1949",,"","1997 Collector's Choice Curtis Martin Patriots #S14 ISA 10 #52763507  (HOF 2012)","Sports Trading Card",,"https://www.ebay.com/itm/325453985527",,,"Returns accepted","Ships from United States",,
,,,,,"Waupun, Wisconsin, United States","234581447278",,"1000","US $1,000.00","footpsacards",,"","1998 Brett Favre PSA 10 GEM MINT, Collector's Edge Advantage SILVER, POP 1","Sports Trading Card",,"https://www.ebay.com/itm/234581447278",,,"Ships from United States",,,
,,,,,"Waupun, Wisconsin, United States","234582005609",,"1000","US $1,000.00","footpsacards",,"","1998 Brett Favre PSA 10 GEM MINT, Ultra FLAIR SHOWCASE PREVIEW, Packers, POP 1","Sports Trading Card",,"https://www.ebay.com/itm/234582005609",,,"Ships from United States",,,
,,"Ultimate Collection",,,"Canonsburg, Pennsylvania, United States","364071956796",,"1000","US $1,000.00","the_pop_report",,"","2002 Ultimate Collection Patch Mariners  #IS Ichiro Suzuki  /100 PSA 8 2nd Year","Sports Trading Card",,"https://www.ebay.com/itm/364071956796",,,"Ships from United States",,,
,,,,,"Wylie, Texas, United States","115518336814",,"999","US $999.00","dallascowboyz2015",,"","LUKA DONCIC 2018 Panini Chronicles Playoff 183 RC Rookie Dallas MAVS PSA 10 GEM","Sports Trading Card",,"https://www.ebay.com/itm/115518336814",,,"Ships from United States",,,
,,,,,"Temecula, California, United States","314262474313",,"995","US $995.00","nextlevelcardbreaks",,"","2000 Pacific Omega Tom Brady/Drew Bledsoe Generations RC #13 PSA 9 MINT *POP 14*","Sports Trading Card",,"https://www.ebay.com/itm/314262474313",,,"Ships from United States",,,
,,,,,"Murfreesboro, Tennessee, United States","125550110298",,"999","US $999.00","middletnsportscards",,"","2020 Topps Chrome Formula 1 F1 Racing Refractor George Russell RC PSA 10",,,"https://www.ebay.com/itm/125550110298",,,"Ships from United States",,,
,,,,,"Waupun, Wisconsin, United States","234583315485",,"1000","US $1,000.00","footpsacards",,"","1997 Brett Favre PSA 10 Playoff Contender PENNANT BLUE GREEN FELT","Sports Trading Card",,"https://www.ebay.com/itm/234583315485",,,,,,
,,,,,"Waupun, Wisconsin, United States","234583289691",,"1000","US $1,000.00","footpsacards",,"","1997 Brett Favre PSA 10 GEM MINT, Collector's Edge MASTERS Super Bowl XXXI Gold","Sports Trading Card",,"https://www.ebay.com/itm/234583289691",,,"Ships from United States",,,
,,,,,"Waupun, Wisconsin, United States","234583290046",,"1000","US $1,000.00","footpsacards",,"","1997 Brett Favre PSA 10 GEM MINT, Collector's Edge MASTERS Super Bowl XXXI Gold","Sports Trading Card",,"https://www.ebay.com/itm/234583290046",,,"Ships from United States",,,
,,,,,"Waupun, Wisconsin, United States","234583211652",,"1000","US $1,000.00","footpsacards",,"","1997 Brett Favre PSA 10 GEM MINT, Collector's Choice, MINI-STANDEE, Packers","Sports Trading Card",,"https://www.ebay.com/itm/234583211652",,,"Ships from United States",,,
,,,,,"Chicago, Illinois, United States","125554589540",,"999","US $999.00","maximo9684",,"","Patrick Mahomes II 2017 Panini Crown Royale #84 RC Bronze /299  PSA 9 Mint","Sports Trading Card","Does not apply","https://www.ebay.com/itm/125554589540",,,,,,
,,,,,"Fallston, Maryland, United States","275573192084",,"1000","US $1,000.00","cj.mingo.on.ig",,"","2018 Panini Prizm BAKER MAYFIELD RC Disco BGS 9.5/10 Auto True Gem + Highest",,,"https://www.ebay.com/itm/275573192084",,,"Ships from United States",,,
,,,,,"Scotland Neck, North Carolina, United States","295141057947",,"1000","US $1,000.00","pinkmama33",,"","2016 Donruss Optic Dak Prescott BGS 10","Sports Trading Card",,"https://www.ebay.com/itm/295141057947",,,"Ships from United States",,,
,,,,,"Waupun, Wisconsin, United States","234618490474",,"1000","US $1,000.00","footpsacards",,"","1996 Brett Favre PSA 10, GEM MINT, Pacific Invincible, #I-53, POP 1, Packers","Sports Trading Card",,"https://www.ebay.com/itm/234618490474",,,"Ships from United States",,,
,,,,,"Waupun, Wisconsin, United States","234370170202",,"1000","US $1,000.00","footpsacards",,"","2005 Favre PSA 10 Upper Deck ESPN AWARD WINNERS POP 1",,,"https://www.ebay.com/itm/234370170202",,,"Ships from United States",,,
,,,,,"Tempe, Arizona, United States","125305789490",,"1000","US $1,000.00","lestravis",,"","2012 Topps Tribute World Series Swatches - Red  Mickey Mantle 01/10 PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/125305789490",,,"Ships from United States",,,
,,,,,"McKinney, Texas, United States","275533580194",,"1000","US $1,000.00","cookhype",,"","Pedri 2020 Topps Finest UEFA UCL Refractor RC Auto PSA 10 AUTO 10 Barcelona","Sports Trading Card",,"https://www.ebay.com/itm/275533580194",,,"Ships from United States","7 watchers",,
,,,,,"Brooklyn, New York, United States","295086387968",,"1000","US $1,000.00","coolcards30",,"","2014 TOPPS CHROME  JIMMY GAROPPOLO  RC AUTO REFRACTOR VARIATION # 55/75 BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/295086387968",,,"Ships from United States",,,
