"available","availableText","brand","ean","endedDate","image","itemLocation","itemNumber","mpn","price","priceWithCurrency","seller","sold","subTitle","title","type","upc","url","wasPrice","wasPriceWithCurrency","whyToBuy/0","whyToBuy/1","whyToBuy/2"
,,,,,,"Weott, California, United States","304239055656",,"5999.99","US $5,999.99","rc1722",,"","2000 FLEER MYSTIQUE GOLD #103 TOM BRADY RC IN HGA 9.5 GEM MINT GOLD/500","Sports Trading Card",,"https://www.ebay.com/itm/304239055656",,,"Ships from United States","5 watchers",
,,,,,,"Huntsville, Alabama, United States","325441463798",,"5999.99","US $5,999.99","bullseye62273",,"","1986-87 Fleer - MICHAEL JORDAN - Rookie Card #57 Bulls - BGS 7.5 NMT+ With 3 9's","Sports Trading Card",,"https://www.ebay.com/itm/325441463798",,,"Ships from United States",,
,,,,,,"Sterling, Virginia, United States","195434549387",,"5999.99","US $5,999.99","blowoutcards2",,"","2020-21 Flux Stephen Curry Full Capacity SSP #9 PSA 10 - POP 3",,,"https://www.ebay.com/itm/195434549387",,,"Free shipping and returns","Ships from United States","20 watchers"
,,,,,,"Bradford, Pennsylvania, United States","314169428062",,"5999.99","US $5,999.99","alexke-9770",,"","2021 Panini Select Tom Brady Gold Prizm /10 PSA 9 101","Sports Trading Card",,"https://www.ebay.com/itm/314169428062",,,"Ships from United States",,
,,,,,,"Pittsburgh, Pennsylvania, United States","234713868859",,"5999.99","US $5,999.99","www.buynicecards",,"","2006-07 Dwayne Wade Fleer E-X Essential Credentials Now #21 SP /21 BGS 9.5 Pop 5",,,"https://www.ebay.com/itm/234713868859",,,"Returns accepted","Ships from United States",
,,,,,,"New Hartford, New York, United States","125121897623",,"5999.99","US $5,999.99","thotur_8205",,"","Jack Hughes 2019 Upper Deck Young Guns Clear Cut #201 RC PSA 10 Low Pop","Sports Trading Card",,"https://www.ebay.com/itm/125121897623",,,"Ships from United States","6 watchers",
,,,,,,"Lancaster, Pennsylvania, United States","265666029074",,"5999.99","US $5,999.99","kes935",,"","PSA 10 SPENCER TORKELSON 2020 Bowman Chrome SAPPHIRE AQUA REFRACTOR /20 GEM MINT","Sports Trading Card","Does not apply","https://www.ebay.com/itm/265666029074",,,"Free shipping and returns","Ships from United States",
,,,,,,"Somerset, New Jersey, United States","185482079242",,"5999.99","US $5,999.99","stormydanielmurphy",,"","2016 Vladimir Guerrero jr 1st Bowman Chrome RC Auto BGS 9.5 TRUE GEM MT AUTO 10","Sports Trading Card",,"https://www.ebay.com/itm/185482079242",,,"Ships from United States",,
,,,,,,"Columbus, Indiana, United States","125641030831",,"5999.99","US $5,999.99","luckyfindcollectibles23",,"","2017 Immaculate Platinum Quad 1/1 DIMAGGIO * MANTLE * RUTH * GEHRIG (One of One)","Sports Trading Card",,"https://www.ebay.com/itm/125641030831",,,"Ships from United States",,
,,,,,,"Wichita, Kansas, United States","155049458598",,"5999.99","US $5,999.99","antgib56",,"","1987-88  Chicago Bulls team signed Michael Jordan/Scottie Pippen/HOF(s). Key(s)","Sports Trading Card",,"https://www.ebay.com/itm/155049458598",,,"Ships from United States",,
,,,,,,"Georgetown, Texas, United States","363279152696",,"5999.99","US $5,999.99","chasin-25",,"","Zion Williamson 2019 Donruss Elite Gold Pen Pals RC Autograph #08/10~ BGS 9.5/10","Sports Trading Card",,"https://www.ebay.com/itm/363279152696",,,"Returns accepted","Ships from United States","5 watchers"
,,,,,,"Hollywood, Florida, United States","265908492442",,"5999.99","US $5,999.99","wstock123",,"","2000 TOM BRADY PRESS PASS CERTIFIED AUTOGRAPH SP RC ROOKIE AUTO PSA 8 NM-MT","Sports Trading Card",,"https://www.ebay.com/itm/265908492442",,,"Ships from United States",,
,,,,,,"Knoxville, Tennessee, United States","374155437979",,"5999.99","US $5,999.99","thewalloffame",,"","2006 Panini World Cup Germany Sticker Cristiano Ronaldo #298 RC PSA 10 GEM MINT","Sports Trading Card",,"https://www.ebay.com/itm/374155437979",,,"Ships from United States","5 watchers",
,,,,,,"Minneapolis, Minnesota, United States","234798333934",,"5999.99","US $5,999.99","baldyscards",,"","2018-19 Contenders Cracked Ice Auto Anfernee Simons #111 /20 PSA 10 Gem Mint","Sports Trading Card",,"https://www.ebay.com/itm/234798333934",,,"Ships from United States",,
,,,,,,"Pleasant Hill, California, United States","334235765936",,"5999.99","US $5,999.99","richezone",,"","2020 Panini Select #244 Justin Herbert RC Zebra Prizm SSP Die Cut PSA 10 Rookie","Sports Trading Card",,"https://www.ebay.com/itm/334235765936",,,"Free shipping and returns","Ships from United States","12 watchers"
,,,,,,"Kennesaw, Georgia, United States","195255309663",,"5999.99","US $5,999.99","jreng1",,"","Julio Rodriguez 2019 Bowman's Best Red Refractor #/10 Auto BGS 9.5 (Pop 2)","Sports Trading Card",,"https://www.ebay.com/itm/195255309663",,,"Ships from United States","11 watchers",
,,,,,,"New York, New York, United States","325361796766",,"5999.99","US $5,999.99","kickassstuff",,"","2017 TOPPS NOW #103E AARON JUDGE RC ROOKIE AUTO RED 1/10 BGS 9.5 GEM MINT",,,"https://www.ebay.com/itm/325361796766",,,"Ships from United States",,
,,,,,,"Portland, Oregon, United States","144824713561",,"5999.99","US $5,999.99","d.cardz",,"","1998 Bowman Chrome Interstate Refractor Peyton Manning #1 PSA 10 RC RARE LOW POP","Sports Trading Card",,"https://www.ebay.com/itm/144824713561",,,"Ships from United States",,
,,,,,,"Toms River, New Jersey, United States","334427390579",,"5999.99","US $5,999.99","sanfran1515",,"","2018 Topps Transcendent Japan Emerald Shohei Ohtani RC AUTO 2/3 BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/334427390579",,,"Ships from United States","11 watchers",
,,,,,,"Covina, California, United States","304648845032",,"5999.99","US $5,999.99","coast_2_coast_cards",,"","2000 Upper Deck Pros & Prospects Kobe Bryant GAME USED Patch Auto PSA 9 Pop 26","Sports Trading Card",,"https://www.ebay.com/itm/304648845032",,,"Returns accepted","Ships from United States","8 watchers"
,,,,,,"Virginia Beach, Virginia, United States","265524508973",,"5999.99","US $5,999.99","betpats2win",,"","2000 Pacific Tom Brady rookie  #403 Football Card gem 10","Sports Trading Card",,"https://www.ebay.com/itm/265524508973",,,"Ships from United States",,
,,,,,,"Mitchell, South Dakota, United States","265864540572",,"5999.99","US $5,999.99","siomackcarr",,"","2020 Panini National Treasures Treasured Cuts Auto Al Davis #1/1 Raiders ☠️🔥","Sports Trading Card",,"https://www.ebay.com/itm/265864540572",,,"Ships from United States","9 watchers",
,,,,,,"Smock, Pennsylvania, United States","115512909761",,"5999.99","US $5,999.99","wcgolfer2008",,"","2020 Panini Mosaic Joe Burrow Rookie Scripts Orange Auto SGC 10 POP#1","Sports Trading Card",,"https://www.ebay.com/itm/115512909761",,,"Ships from United States",,
,,,,,,"Houston, Texas, United States","234361444025",,"5999.99","US $5,999.99","terrorunit13",,"","1958 Topps Mickey Mantle #150 PSA 6 EX-MT Centered high end beauty","Sports Trading Card",,"https://www.ebay.com/itm/234361444025",,,"Ships from United States","7 watchers",
,,,,,,"Newport News, Virginia, United States","115512216708",,"5999.99","US $5,999.99","timscards",,"","2003/04 UD SP SIGNATURE KOBE BRYANT GARY PAYTON MARQUEE MARKS AUTO /100 SGC 10/9","Sports Trading Card",,"https://www.ebay.com/itm/115512216708",,,"Ships from United States",,
,,,,,,"Basingstoke, United Kingdom","125573472744",,"5999.99","US $5,999.99","lcl2022",,"","1960 CASSIUS CLAY HEMMETS JOURNAL HAND-CUT #23 ROOKIE (PSA 3) RC MUHAMMAD ALI 👀","Sports Trading Card",,"https://www.ebay.com/itm/125573472744",,,"15 watchers",,
,,,,,,"Los Angeles, California, United States","373635866273",,"5999.99","US $5,999.99","gamesandcards.com",,"","2018-19 Panini Prizm Rookie Signature AUTO BGS 9.5 #RS-LDC Luka Doncic Mavericks","Sports Trading Card",,"https://www.ebay.com/itm/373635866273",,,"Free shipping and returns","Ships from United States","15 watchers"
,,,,,,"Salem, Connecticut, United States","175403516450",,"5999.99","US $5,999.99","josephjohnsy",,"","2017 Topps Heritage Aaron Judge Real One Rookie Auto RC PSA 10 GEM MINT","Sports Trading Card","Does not apply","https://www.ebay.com/itm/175403516450",,,"Ships from United States","24 watchers",
,,,,,,"Clarksburg, Maryland, United States","384557009290",,"5999.99","US $5,999.99","collectors_hobby",,"","2010 Topps Chrome Matthew Stafford Gold Refractor /50 PSA 10 Pop 1","Sports Trading Card",,"https://www.ebay.com/itm/384557009290",,,"Ships from United States",,
,,,,,,"Lancaster, Pennsylvania, United States","265330305318",,"5999.99","US $5,999.99","kes935",,"","PSA 10/10 BOBBY WITT JR. AUTO 2020 Bowman Chrome SPECKLE REFRACTOR /299 GEM MINT","Sports Trading Card","Does not apply","https://www.ebay.com/itm/265330305318",,,"Free shipping and returns","Ships from United States","15 watchers"
,,,,,,"Leland, North Carolina, United States","304612552992",,"5999.99","US $5,999.99","jhkunc",,"","PSA 9 Mint KOBE BRYANT 1996/97 Topps Finest #74 RC Refractor NO GREENING HOF","Sports Trading Card",,"https://www.ebay.com/itm/304612552992",,,"Ships from United States","39 watchers",
,,,,,,"Lancaster, Pennsylvania, United States","264996657225",,"5999.99","US $5,999.99","kes935",,"","BGS 10/10 JARRED KELENIC AUTO 1st 2018 Bowman Chrome Draft Autograph RC PRISTINE",,"Does not apply","https://www.ebay.com/itm/264996657225",,,"Free shipping and returns","Ships from United States","13 watchers"
,,,,,,"Martinez, California, United States","192737673568",,"5999.99","US $5,999.99","octagonsports",,"","2017 PANINI BLACK FRIDAY PATRICK MAHOMES RC! 15/399! BGS 8.5! 1/1! JERSEY #!","Sports Trading Card",,"https://www.ebay.com/itm/192737673568",,,"Ships from United States",,
,,,,,,"Philadelphia, Pennsylvania, United States","385148336874",,"5999.99","US $5,999.99","truleyworldleycollectibles",,"","1982 WRESTLING ALL-STARS #27 RIC FLAIR RC PSA 7 DNA AUTO 10 4 Horsemen Inscribed",,,"https://www.ebay.com/itm/385148336874",,,"Ships from United States",,
,,,,,,"Lancaster, Pennsylvania, United States","264611464949",,"5999.99","US $5,999.99","kes935",,"","BGS 10/10 CASEY MIZE AUTO 2018 Bowman Chrome Autograph RC PRISTINE BLACK LABEL",,"Does not apply","https://www.ebay.com/itm/264611464949",,,"Free shipping and returns","Ships from United States","12 watchers"
,,,,,,"New York, New York, United States","352471709707",,"5999.99","US $5,999.99","gradedexchange",,"","BGS 10 PRISTINE MICHAEL JORDAN 1990-91 Panini Stickers #91 Chicago Bulls RARE","Sports Trading Card","n/a","https://www.ebay.com/itm/352471709707",,,"Free shipping and returns","Ships from United States","14 watchers"
,,,,,,"Philadelphia, Pennsylvania, United States","385270892851",,"5999.99","US $5,999.99","truleyworldleycollectibles",,"","2018-19 Select Luka Doncic Neon Green Prizm Rc Rookie #/75 BGS 9.5 w/10 Gem Mint","Sports Trading Card","Does Not Apply","https://www.ebay.com/itm/385270892851",,,"Ships from United States",,
,,,,,,"Mitchell, South Dakota, United States","265864550188",,"5999.99","US $5,999.99","siomackcarr",,"","2017 Panini Certified Cuts Legendary Cuts Auto Al Davis #1/1 Raiders ☠️🔥 1 Of 1","Sports Trading Card",,"https://www.ebay.com/itm/265864550188",,,"Ships from United States",,
,,,,,,"Mitchell, South Dakota, United States","265864546099",,"5999.99","US $5,999.99","siomackcarr",,"","2015 Panini National Treasures Treasured Cuts Auto Al Davis #1/1 Raiders 🔥☠️","Sports Trading Card",,"https://www.ebay.com/itm/265864546099",,,"Ships from United States",,
,,,,,,"Lenoir, North Carolina, United States","325291937171",,"5999.99","US $5,999.99","roccorileyandrollins",,"","WILL BENSON 2016 BOWMAN CHROME RC Red Wave  REFRACTOR  Auto 5/5 PSA 10 Gem Mint","Sports Trading Card",,"https://www.ebay.com/itm/325291937171",,,"Ships from United States",,
,,,,,,"Holmdel, New Jersey, United States","333986746411",,"5999.99","US $5,999.99","sigpullsandcollectibles",,"","2020 Panini Hoops James Wiseman Rookie Ink Auto Red /25 #JWS Psa 10 Pop 1","Sports Trading Card",,"https://www.ebay.com/itm/333986746411",,,"Ships from United States",,
,,,,,,"Allen Park, Michigan, United States","363094465076",,"5999.99","US $5,999.99","locker_room_sports",,"","1969-70 TOPPS #25 LEW ALCINDOR BVG 5 RC Rookie Card BUCKS KAREEM ABDUL-JABBAR","Sports Trading Card",,"https://www.ebay.com/itm/363094465076",,,"Ships from United States","10 watchers",
,,,,,,"Canyon Lake, Texas, United States","174964654620",,"5999.99","US $5,999.99","cardsharktx",,"","2019 National Convention KYLER MURRAY Next Day Rookie RC On-Card Auto PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/174964654620",,,"Ships from United States",,
,,,,,,"Las Vegas, Nevada, United States","364069065977",,"5999.99","US $5,999.99","momoneymocards",,"","2017 Panini Prizm Football NFL #269 Patrick Mahomes II /275 Orange Prizm SGC 10","Sports Trading Card",,"https://www.ebay.com/itm/364069065977",,,"Returns accepted","Ships from United States",
,,,,,,"Chula Vista, California, United States","333986988461",,"5999.99","US $5,999.99","randm_collectibles",,"","KOBE BRYANT 1996 Topps Chrome #138 Rookie Card Graded PSA 8 NM-MT Slight Green","Sports Trading Card",,"https://www.ebay.com/itm/333986988461",,,"Ships from United States",,
,,,,,,"Pittsburgh, Pennsylvania, United States","234765890478",,"5999.99","US $5,999.99","www.buynicecards",,"","2016-17 Shawn Kemp - Gary Payton - Ray Allen Panini Immaculate Trios Auto #25/25","Sports Trading Card",,"https://www.ebay.com/itm/234765890478",,,"Returns accepted","Ships from United States",
,,,,,,"Sherman Oaks, California, United States","133750763333",,"5999.99","US $5,999.99","culdesaccollectibles",,"","2004 Finest Topps Kobe Bryant #8 Red XFractor #/99 PSA 10 Gem Mint - Pop 8!","Sports Trading Card",,"https://www.ebay.com/itm/133750763333",,,"Ships from United States","13 watchers",
,,,,,,"Greensboro, North Carolina, United States","393123408662",,"5999.99","US $5,999.99","rbisportsinc",,"","2000 Bowman 236 Tom Brady BGS 8.5 Gem Mint RC Rookie Card",,,"https://www.ebay.com/itm/393123408662",,,"Free shipping and returns","Ships from United States","17 watchers"
,,,,,,"South Elgin, Illinois, United States","314023106327",,"5999.99","US $5,999.99","lakrby",,"","2021 PANINI CLEARLY DONRUSS PATRICK MAHOMES II BGS 8.5 MARVELS HOLO PLATINUM 1/1","Sports Trading Card",,"https://www.ebay.com/itm/314023106327",,,"Ships from United States","8 watchers",
,,,,,,"Buffalo, New York, United States","255860462019",,"5999.99","US $5,999.99","cardsandstuff2006",,"","2020 JALEN HURTS INSCRIBED ORIGINS ROOKIE AUTO RC /25 ""FLY EAGLES FLY"" MVP STAR!","Sports Trading Card","Does not apply","https://www.ebay.com/itm/255860462019",,,"Ships from United States",,
,,,,,,"Shreveport, Louisiana, United States","185282929979",,"5999.99","US $5,999.99","jaherri-56",,"","Joe Burrow 2020 Select Tri color Field Level /75 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/185282929979",,,"5 watchers",,
,,,,,,"Tampa, Florida, United States","314177501840",,"5999.99","US $5,999.99","vgl_sportscards",,"","2018 Panini Prizm Rookie Patch Autographs Prizm Black Finite 1/1  Baker Mayfield","Sports Trading Card",,"https://www.ebay.com/itm/314177501840",,,"Ships from United States","5 watchers",
,,,,,,"Edison, New Jersey, United States","204061494552",,"5999.99","US $5,999.99","petlifeshop",,"","2013 Bowman Chrome Aaron Judge RC Rookie Mini X-fractor #'d/100 BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/204061494552",,,"Ships from United States",,
,,,,,,"Ewa Beach, Hawaii, United States","164899183183",,"5999.99","US $5,999.99","stormshadow47",,"","2019 Immaculate Kyler Murray GOLD /25 ROOKIE RPA PSA 9 *POP2* (NO GOLD PSA 10’s)","Sports Trading Card",,"https://www.ebay.com/itm/164899183183",,,"Ships from United States","7 watchers",
,,,,,,"Dacula, Georgia, United States","265976419986",,"5999.99","US $5,999.99","christian-christmas",,"","Albert Pujols / Stan Musial 2004 EX Check Mate Dual Auto /25 BGS 9 Mint","Sports Trading Card",,"https://www.ebay.com/itm/265976419986",,,"Ships from United States",,
,,,,,,"Surrey, British Columbia, Canada","265817009530",,"5999.99","US $5,999.99","ctac1000",,"","Bobby Orr 2012-13 Precious Metal Gem RED Hockey Card #66/100 KSA Graded 9.5!!!","Sports Trading Card",,"https://www.ebay.com/itm/265817009530",,,,,
,,,,,,"Edison, New Jersey, United States","204061489666",,"5999.99","US $5,999.99","petlifeshop",,"","2013 Bowman Chrome Aaron Judge RC Rookie Mini Green Refractor #/75 BGS 9.5!","Sports Trading Card",,"https://www.ebay.com/itm/204061489666",,,"Ships from United States",,
,,,,,,"Edison, New Jersey, United States","195266375128",,"5999.99","US $5,999.99","petlifeshop",,"","2013 Bowman Chrome Aaron Judge RC Rookie Mini X-fractor #'d/100 BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/195266375128",,,,,
,,,,,,"East Islip, New York, United States","275568864258",,"5999.99","US $5,999.99","thesedays1111",,"","2001 UPPER DECK PROSPECT DAVID WRIGHT **BGS 10.0 GEM MINT**","Sports Trading Card",,"https://www.ebay.com/itm/275568864258",,,"Ships from United States",,
,,,,,,"Edison, New Jersey, United States","195266326987",,"5999.99","US $5,999.99","petlifeshop",,"","2013 Bowman Chrome Aaron Judge RC Mini Green Refractor #/75 BGS 9.5 Gem Mint!","Sports Trading Card",,"https://www.ebay.com/itm/195266326987",,,"Ships from United States",,
,,,,,,"Pittsburgh, Pennsylvania, United States","225239426802",,"5999.99","US $5,999.99","www.buynicecards",,"","2020 Justin Herbert Panini Contenders SP Variation RC Rookie Auto /250 BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/225239426802",,,"Returns accepted","Ships from United States",
,,,,,,"Odenton, Maryland, United States","314219534688",,"5999.99","US $5,999.99","dembamb0",,"","2020 Topps Chrome YORDAN ALVAREZ Orange Refractor /25 PSA 10 GEM MINT","Sports Trading Card",,"https://www.ebay.com/itm/314219534688",,,"Ships from United States",,
,,,,,,"Atlanta, Georgia, United States","225109297350",,"5999.99","US $5,999.99","deezcards_13",,"","2019 Donruss Optic My House Gold Wave TMALL ASIA SP 15 Zion Williamson RC PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/225109297350",,,"Ships from United States","5 watchers",
,,,,,,"New Bedford, Massachusetts, United States","224926788177",,"5999.99","US $5,999.99","tacodanscards",,"","2003 Leaf Limited TOM BRADY #/50 Auto Autograph BGS 9 Auto 10","Sports Trading Card",,"https://www.ebay.com/itm/224926788177",,,"Returns accepted","Ships from United States","14 watchers"
,,,,,,"Philadelphia, Pennsylvania, United States","385280966308",,"5999.99","US $5,999.99","truleyworldleycollectibles",,"","Lamelo Ball 2020 Panini Contenders Ticket Draft #1/1 PSA 8.5 On Card Auto Rookie","Sports Trading Card",,"https://www.ebay.com/itm/385280966308",,,"Ships from United States",,
,,,,,,"Brooklyn, New York, United States","144640580241",,"5999.99","US $5,999.99","justcards247",,"","2019 Bowman Chrome Wander Franco Auto Rookie RC Atomic Refractor /100 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/144640580241",,,"Ships from United States","21 watchers",
,,,,,,"Rockville, Maryland, United States","266027661152",,"5999.99","US $5,999.99","vettejayk123",,"","1911 T3 Turkey Red Cabinet Ty Cobb HOF #9 ~~  SGC Authentic ~~ checklist back","Sports Trading Card",,"https://www.ebay.com/itm/266027661152",,,"Ships from United States","5 watchers",
,,,,,,"Woodinville, Washington, United States","155156561302",,"5999.99","US $5,999.99","rainierconsignment",,"","2018 DonRuss Optic Shohei Ohtani RC Auto /35 Aqua Prizm RRS-SO SGC 9.5 10","Sports Trading Card",,"https://www.ebay.com/itm/155156561302",,,"Free shipping and returns","Ships from United States","6 watchers"
,,,,,,"New York, New York, United States","325256417550",,"5999.99","US $5,999.99","wombatcards",,"","2020 Bowman Chrome 1st Edition Spencer Torkelson Autograph #/30 RC SGC 8 AUTO 10","Sports Trading Card",,"https://www.ebay.com/itm/325256417550",,,"Ships from United States",,
,,,,,,"Tokyo, Japan","354002168926",,"5999.99","US $5,999.99","mo233491",,"","2017 Leaf Pearl Autographs Shohei Ohtani Limited Card BGS 9 Free Shipping","Sports Trading Card",,"https://www.ebay.com/itm/354002168926",,,"Free shipping and returns",,
,,,,,,"Van Nuys, California, United States","354272825662",,"5999.99","US $5,999.99","cardboardlegendsonline",,"","Sandy Koufax 1955 Topps Hand Signed Rookie Card HOF 72 PSA 3 Auto SMEARED",,,"https://www.ebay.com/itm/354272825662",,,"Free shipping and returns","Ships from United States","10 watchers"
,,,,,,"Bismarck, North Dakota, United States","134319749359",,"5999.99","US $5,999.99","bigwrangs",,"","2021 Panini UFC Chronicles KHAMZAT CHIMAEV Rookie /10 Gold Prizm PSA 10 CRUSADE",,,"https://www.ebay.com/itm/134319749359",,,"Returns accepted","Ships from United States",
,,,,,,"Atlanta, Georgia, United States","224681906252",,"5999.99","US $5,999.99","deezcards_13",,"","2016-17 Panini Select Neymar Jr Green Prizm Die-Cut Color Match 1/5 PSA 10 Pop 1","Sports Trading Card",,"https://www.ebay.com/itm/224681906252",,,"Ships from United States","6 watchers",
,,,,,,"Toledo, Ohio, United States","155157003201",,"5999.99","US $5,999.99","cardgems0615",,"","2020 Select Trey Lance 2021 XRC Tie Dye Prizm Rookie RC #19/25 PSA 10 49ers","Sports Trading Card",,"https://www.ebay.com/itm/155157003201",,,"Ships from United States","6 watchers",
,,,,,,"Buffalo, New York, United States","304697224527",,"5999.99","US $5,999.99","allsportcollector1",,"","Josh Allen 2018 Obsidian Rookie Green etch Auto /25 RPA 4-color Patch PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/304697224527",,,"Ships from United States",,
,,,,,,"East Providence, Rhode Island, United States","125606861721",,"5999.99","US $5,999.99","squadbreaks",,"","2021 Panini Prizm TOM BRADY Stained Glass #SG18 Super Rare Case Hit PSA 9 MINT","Sports Trading Card",,"https://www.ebay.com/itm/125606861721",,,,,
,,,,,,"Callahan, Florida, United States","115559802119",,"5999.99","US $5,999.99","biolsi7",,"","2021 Bowman Chrome X Yiddi Cappe BCP199 Gold Xfractor 1/1 PSA 10",,,"https://www.ebay.com/itm/115559802119",,,"Ships from United States",,
,,,,,,"Ormond Beach, Florida, United States","266036512077",,"5999.99","US $5,999.99","thisis-theway",,"","2022 Panini Select WWE The Rock #287 Ringside Gold Prizm #d 10/10 BGS 9.5 POP 1","Sports Trading Card",,"https://www.ebay.com/itm/266036512077",,,"Ships from United States",,
,,,,,,"Scottsdale, Arizona, United States","194109572220",,"5999.99","US $5,999.99","skillz2112",,"","1999/00 Ultra Millennium Men #5 Vince Carter BGS 9.5 GEM MINT #024/100","Sports Trading Card",,"https://www.ebay.com/itm/194109572220",,,"Ships from United States","7 watchers",
,,,,,,"Philadelphia, Pennsylvania, United States","385218764237",,"5999.99","US $5,999.99","truleyworldleycollectibles",,"","1996-97 Select Certified Mirror Gold Mario Lemieux Very Rare Protect Film PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/385218764237",,,"Ships from United States","11 watchers",
,,,,,,"Seattle, Washington, United States","313142849182",,"5999.99","US $5,999.99","the_blues_ktffh",,"","2019-20 Zion Williamson Lucky Endorsements RC AUTO #LE1 (1/7) Jersey# BGS 9 MINT","Sports Trading Card",,"https://www.ebay.com/itm/313142849182",,,"Ships from United States","11 watchers",
,,,,,,"Pittsburgh, Pennsylvania, United States","234773184096",,"5999.99","US $5,999.99","www.buynicecards",,"","2016 Patrick Mahomes Panini Select Prizms Silver XRC RC Rookie #2 PSA 10 Gem Mt","Sports Trading Card",,"https://www.ebay.com/itm/234773184096",,,"Returns accepted","Ships from United States",
,,,,,,"Surrey, British Columbia, Canada","265818511777",,"5999.99","US $5,999.99","ctac1000",,"","Mario Lemieux 2012-13 Precious Metal Gem RED Hockey Card #80/100 KSA Graded 10!!","Sports Trading Card",,"https://www.ebay.com/itm/265818511777",,,,,
,,,,,,"Lancaster, Pennsylvania, United States","263138815619",,"5999.99","US $5,999.99","kes935",,"","BGS 10 PRISTINE AARON JUDGE 2013 Bowman Chrome Draft REFRACTOR Rookie Card RC",,"Does not apply","https://www.ebay.com/itm/263138815619",,,"Ships from United States","15 watchers",
,,,,,,"Sacramento, California, United States","324672959169",,"5999.99","US $5,999.99","cmania57",,"","Chris Paul Topps Chrome 2005-06 Rookie Refractor Card #'d 884/999 PSA 10 GEM MT","Sports Trading Card",,"https://www.ebay.com/itm/324672959169",,,"Ships from United States","31 watchers",
,,,,,,"San Francisco, California, United States","165395378997",,"5999.98","US $5,999.98","yelliyu",,"","2009-10 Playoff Contenders STEPHEN CURRY - CHRIS MULLIN Draft Tandems GOLD ERROR","Sports Trading Card",,"https://www.ebay.com/itm/165395378997",,,"Ships from United States",,
,,,,,,"Japan, Japan","314237761010",,"5999.98","US $5,999.98","tsuyudakunegioome",,"","Stephen Curry /10 BGS9.5 PRIZMS GOLD 2016-17 Panini Prizm First Steps #4 Card","Sports Trading Card","Does not apply","https://www.ebay.com/itm/314237761010",,,,,
,,"Creative Sports",,,,"Palm Harbor, Florida, United States","374300733300",,"5999.99","US $5,999.99","creativesports",,"","Patrick Mahomes 2017 Panini Prizm Red, White and Blue Autographed Card - PSA",,,"https://www.ebay.com/itm/374300733300",,,"Ships from United States",,
,,,,,,"Surrey, British Columbia, Canada","265688108115",,"5999.99","US $5,999.99","ctac1000",,"","Mario Lemieux 2013-14 Black Diamond AUTO Buyback Hockey Card #3/5 KSA Graded 9.5","Sports Trading Card",,"https://www.ebay.com/itm/265688108115",,,,,
,,,,,,"San Francisco, California, United States","165404002383",,"5999.98","US $5,999.98","yelliyu",,"","1999 TOPPS FINEST MYSTERY KOBE BRYANT ALLEN IVERSON #M37 REFRACTOR - PSA 9 MINT","Sports Trading Card",,"https://www.ebay.com/itm/165404002383",,,"Ships from United States",,
,,,,,,"Anchorage, Alaska, United States","334392953560",,"5999.97","US $5,999.97","rare_nostalgia1",,"","2010 Upper Deck #258 Greg Cattrano Lacrosse Rookie Card Psa 10 Pop 1 Of 1","Sports Trading Card",,"https://www.ebay.com/itm/334392953560",,,"Ships from United States",,
,,,,,,"Lansing, Michigan, United States","224982123871",,"5999.99","US $5,999.99","graded_psa_cards",,"","1983-84 Star #25 James Worthy Rookie Card SP BGS 9 Mint Blank Back Pop 2 Highest","Sports Trading Card",,"https://www.ebay.com/itm/224982123871",,,"Ships from United States",,
,,,,,,"Atlanta, Georgia, United States","195492869742",,"5999.95","US $5,999.95","www*kingofcollectibles*com",,"","MICHAEL HARRIS II ROOKIE 2022 Topps Now #493 ORANGE #/5 PSA 10 GEM MINT Braves",,"Does not apply","https://www.ebay.com/itm/195492869742",,,"Ships from United States",,
,,,,,,"Anchorage, Alaska, United States","334392953523",,"5999.97","US $5,999.97","rare_nostalgia1",,"","2008 Ace Authentic Match Point #11 Agnieszka Radwanska PSA 10 Rookie Pop 1 Of 1!","Sports Trading Card",,"https://www.ebay.com/itm/334392953523",,,"Ships from United States",,
,,,,,,"Lake Oswego, Oregon, United States","363843612915",,"5999.95","US $5,999.95","on_ig_gem10collection",,"","2019 Panini Select Courtside GOLD PRIZM #281 Luka Doncic /10 PSA 10 GEM MINT","Sports Trading Card",,"https://www.ebay.com/itm/363843612915",,,"Ships from United States","19 watchers",
,,,,,,"West Fargo, North Dakota, United States","224736695588",,"5999.99","US $5,999.99","flex311",,"","2017-18 Stephen Curry Cornerstones Downtown PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/224736695588",,,"Ships from United States","15 watchers",
,,,,,,"Cottage Grove, Wisconsin, United States","164772232912",,"5999.95","US $5,999.95","madtownsportz",,"","2014 Bowman Chrome Mookie Betts Refractor, Holy Grail Jersey Number !!  50   1/1","Sports Trading Card",,"https://www.ebay.com/itm/164772232912",,,"6 watchers",,
