"available","availableText","brand","ean","endedDate","image","itemLocation","itemNumber","mpn","price","priceWithCurrency","seller","sold","subTitle","title","type","upc","url","wasPrice","wasPriceWithCurrency","whyToBuy/0","whyToBuy/1","whyToBuy/2"
,,,,,,"Scottsdale, Arizona, United States","275331483381",,"7000","US $7,000.00","rarebear86",,"","2018  Lamar Jackson rookie RC Classics black auto TRUE 1/1 PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/275331483381",,,"Ships from United States","6 watchers",
,,,,,,"Salinas, California, United States","325210609565",,"7000","US $7,000.00","sempercards_ig",,"","2018 Illusions Josh Allen Mystique Autograph Stamped 7/10 Psa 10 Pop 3 Rc Sp","Sports Trading Card",,"https://www.ebay.com/itm/325210609565",,,"Ships from United States",,
,,,,,,"Durham, North Carolina, United States","403631815592",,"7000","US $7,000.00","dakot9084",,"","1952 Topps Willie Mays #261 RC PSA 2 GOOD HOF","Sports Trading Card",,"https://www.ebay.com/itm/403631815592",,,"14 watchers",,
,,,,,,"Sioux Falls, South Dakota, United States","234802423850",,"7000","US $7,000.00","mcallister3200-3",,"","2007-08 SP Authentic Kevin Durant Rookie Jersey Auto  BGS 9 10 auto #152 017/299","Sports Trading Card",,"https://www.ebay.com/itm/234802423850",,,"Ships from United States",,
,,,,,,"Landenberg, Pennsylvania, United States","204171944910",,"4500","US $4,500.00","vicjules1",,"","Ja Morant Rookie Auto /25 Panini Chronicles Apprentice Ink Signatures PSA Pop 1!","Sports Trading Card",,"https://www.ebay.com/itm/204171944910",,,"Ships from United States",,
,,,,,,"Blountville, Tennessee, United States","204018999923",,"7000","US $7,000.00","big_orange_breaks",,"","🔥2020 XR Justin Herbert 3 Color RSA Blue SSP /20 HGA 9 Auto 10🔥","Sports Trading Card",,"https://www.ebay.com/itm/204018999923",,,"Ships from United States",,
,,,,,,"Clearwater, Florida, United States","203972865146",,"7000","US $7,000.00","sd.card_shop",,"","2018 Panini Josh Allen Rookie Patch Auto Card Impeccable /25!","Sports Trading Card",,"https://www.ebay.com/itm/203972865146",,,"Ships from United States","10 watchers",
,,,,,,"Alexandria, Louisiana, United States","294961231540",,"7000","US $7,000.00","ksmiss_88",,"","baseball cards","Sports Trading Card",,"https://www.ebay.com/itm/294961231540",,,"Ships from United States",,
,,,,,,"Nashville, Tennessee, United States","195320694280",,"7000","US $7,000.00","contrastcards",,"","2021 Donruss Optic Zach Wilson Rated Rookie Gold 4/10 Rookie Auto Jets - PSA 8","Sports Trading Card",,"https://www.ebay.com/itm/195320694280",,,"Returns accepted","Ships from United States","11 watchers"
,,,,,,"La Mesa, California, United States","125177214456",,"7000","US $7,000.00","laubu_233",,"","#1/7 Joe Burrow 2020 Panini Prizms Draft Picks, Gold Ice (105)","Sports Trading Card",,"https://www.ebay.com/itm/125177214456",,,"Ships from United States",,
,,,,,,"Raleigh, North Carolina, United States","225277605563",,"7000","US $7,000.00","bhsports623",,"","1954 Topps #128 Hank Aaron Rookie Auto PSA 2 / Auto Authentic","Sports Trading Card",,"https://www.ebay.com/itm/225277605563",,,"Ships from United States",,
,,,,,,"Arlington, Texas, United States","133654326414",,"7000","US $7,000.00","superiorsportsinvestments",,"","Kobe Bryant 2015-16 Panini Prizm Auto Prizms Orange BGS 9 (9.5 9 9 9.5) auto 10","Sports Trading Card","Does Not Apply","https://www.ebay.com/itm/133654326414",,,"Ships from United States","8 watchers",
,,,,,,"Arlington, Texas, United States","134311847503",,"7000","US $7,000.00","superiorsportsinvestments",,"","Justin Verlander Rookie Card 2005 Topps Black #677 BGS 9 (8.5 9 9 9.5)",,"Does Not Apply","https://www.ebay.com/itm/134311847503",,,"Ships from United States",,
,,,,,,"Arlington, Texas, United States","255858770669",,"7000","US $7,000.00","alotofrookies",,"","1957 Topps #138 Johnny Unitas Rookie Card BGS BCCG 9 Near Mint+",,"Does Not Apply","https://www.ebay.com/itm/255858770669",,,"Ships from United States",,
,,,,,,"Hyattsville, Maryland, United States","275298101338",,"7000","US $7,000.00","ballahb",,"","2020 Topps Chrome Sapphire F1 Pierre Gasly Gold  Rc #11 (10/50) PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/275298101338",,,"Ships from United States",,
,,,,,,"Fort Lauderdale, Florida, United States","324318093732",,"7000","US $7,000.00","sportscardtraderllc",,"","Gleyber Torres 2018 Topps Gallery # H34 Heritage Red True 1/1 New York Yankees","Sports Trading Card",,"https://www.ebay.com/itm/324318093732",,,"Free shipping and returns","Ships from United States",
,,,,,,"New Castle, Delaware, United States","304726062056",,"7000","US $7,000.00","amarek1984",,"","Fleer Retro LeBron James Star Power Supreme 5/5 Auto #18SPS Beckett 9",,,"https://www.ebay.com/itm/304726062056",,,"Ships from United States",,
,,,,,,"Scottsdale, Arizona, United States","385149674166",,"7000","US $7,000.00","drumjunkky",,"","1986 FLEER BASKETBALL #57 MICHAEL JORDAN RC ROOKIE CARD PSA 7.5 NM NEAR MINT","Sports Trading Card",,"https://www.ebay.com/itm/385149674166",,,,,
,,,,,,"Seattle, Washington, United States","255760099723",,"7000","US $7,000.00","auto_kad",,"","2018 Panini Donruss Optic #56 Shohei Ohtani Batting Green RC 5/5 PSA 10 POP 2","Sports Trading Card",,"https://www.ebay.com/itm/255760099723",,,"Ships from United States",,
,,,,,,"Moorpark, California, United States","314259165469",,"7000","US $7,000.00","onesportscards",,"","1987 Fleer Larry Bird Fleer #11 PSA 10 GEM MT RARE Low Pop","Sports Trading Card",,"https://www.ebay.com/itm/314259165469",,,"Ships from United States",,
,,,,,,"Staten Island, New York, United States","255519853560",,"7000","US $7,000.00","onepizza",,"","2017 National Treasures Rookie RC RPA /15 Bam Adebayo #114 PSA 9 AUTO 10 MINT","Sports Trading Card",,"https://www.ebay.com/itm/255519853560",,,"Ships from United States","5 watchers",
,,,,,,"Montrose, Colorado, United States","185328165460",,"7000","US $7,000.00","pab1972",,"","2018-19 Panini Encased Gold Luka Doncic Auto 1/10!!! Bgs 8.5!!","Sports Trading Card",,"https://www.ebay.com/itm/185328165460",,,"8 watchers",,
,,,,,,"San Jose, California, United States","325220616537",,"7000","US $7,000.00","sold2meon3",,"","VLADIMIR GUERRERO JR 2016 BOWMAN CHROME GREEN REFRACTOR /99 BGS 9.5 POP 2","Sports Trading Card",,"https://www.ebay.com/itm/325220616537",,,"Ships from United States","5 watchers",
,,,,,,"Alexandria, Virginia, United States","134355516157",,"7000","US $7,000.00","erica7048",,"","ALEXANDER ALEX OVECHKIN 2005-06 UD ULTIMATE COLLECTION AUTO RC BGS 9/10 MINT","Sports Trading Card",,"https://www.ebay.com/itm/134355516157",,,"Ships from United States",,
,,,,,,"Walnut Creek, California, United States","265579771696",,"7000","US $7,000.00","soonerrabbit",,"","Jorge Masvidal 1/1 2021 Panini Select UFC Black Prizm PSA 9 BMF Fight picture","Sports Trading Card",,"https://www.ebay.com/itm/265579771696",,,"Ships from United States",,
,,,,,,"Las Vegas, Nevada, United States","255863249014",,"7000","US $7,000.00","stepheiovinell_0",,"","2003 Fleer TRIO RC Lebron James/Carmelo Anthony/Dwyane Wade #300 PSA GEM MT 10","Sports Trading Card",,"https://www.ebay.com/itm/255863249014",,,"Ships from United States",,
,,,,,,"Amarillo, Texas, United States","174723028099",,"7000","US $7,000.00","specialeddie79",,"","2020 Randy Arozarena Panini Prizm Bronze RC Auto #6/25 GEM MINT PSA 10 Pop 1📈🔥","Sports Trading Card",,"https://www.ebay.com/itm/174723028099",,,"Ships from United States",,
,,,,,,"Fort Myers, Florida, United States","275450058782",,"7000","US $7,000.00","irishhosta",,"","1972 TOPPS 195 JULIUS ERVING KSA 9 HIGH QUALITY SOLID CENTERING PERFECT PRINTING","Sports Trading Card",,"https://www.ebay.com/itm/275450058782",,,"Free shipping and returns","Ships from United States",
,,,,,,"Old Bridge, New Jersey, United States","124889501353",,"7000","US $7,000.00","nocontest",,"","2017 PANINI PRIZM GREEN JAYSON TATUM ROOKIE RC #16 PSA 10 GEM MINT","Sports Trading Card",,"https://www.ebay.com/itm/124889501353",,,"Ships from United States","37 watchers",
,,,,,,"Phoenix, Arizona, United States","165735262144",,"7000","US $7,000.00","jhoffa2525-2",,"","JOSH ALLEN BGS 9 2018 PANINI ONE FOOTBALL #51 RED ROOKIE PATCH AUTO /25 RPA",,,"https://www.ebay.com/itm/165735262144",,,"Ships from United States",,
,,,,,,"Sammamish, Washington, United States","125600237268",,"7000","US $7,000.00","tandmtech",,"","2019 Bowman Julio Rodriguez 1st Bowman Auto Refractor #/499 PSA 10 GEM MINT","Sports Trading Card",,"https://www.ebay.com/itm/125600237268",,,"Ships from United States",,
,,,,,,"Dallas, Texas, United States","265727106420",,"7000","US $7,000.00","ddbbbb",,"","GEORGE BURNS 1921 W516-2-1 HAND CUT BASEBALL #1 MINT PSA 9 (1 OF 1)","Sports Trading Card",,"https://www.ebay.com/itm/265727106420",,,"Ships from United States",,
,,,,,,"Rhode Island, United States","314265815778",,"7000","US $7,000.00","yepbg",,"","1964 Venezuela Topps #331 AL Bombers Mickey Mantle PSA 4 New York Yankees HOF",,,"https://www.ebay.com/itm/314265815778",,,"Ships from United States",,
,,,,,,"Rhode Island, United States","394370471851",,"7000","US $7,000.00","yepbg",,"","1970 Topps Candy Lids Hank Aaron PSA 8 Atlanta Braves HOF","Sports Trading Card",,"https://www.ebay.com/itm/394370471851",,,"Ships from United States",,
,,,,,,"Saitama ken, Japan","385269554075",,"7000","US $7,000.00","cbnstoretokyo",,"","Allen Iverson 1996-97 Topps Draft Redemption RC #DP1 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/385269554075",,,,,
,,,,,,"Rhode Island, United States","394370477323",,"7000","US $7,000.00","yepbg",,"","1935 Schutter Johnson Candy #42 Babe Ruth PSA 4.5 New York Yankees HOF","Sports Trading Card",,"https://www.ebay.com/itm/394370477323",,,"Ships from United States",,
,,,,,,"Pasco, Washington, United States","185690527656",,"7000","US $7,000.00","roxburee21",,"","2021 Panini Silver Prizm Manga #MTB Tom Brady Buccaneers TOUGH PSA 10 POP 5","Sports Trading Card",,"https://www.ebay.com/itm/185690527656",,,"Ships from United States","10 watchers",
,,,,,,"Miami, Florida, United States","203518704931",,"7000","US $7,000.00","rookiecardbreaks",,"","2002-03 Panini Megacracks CRISTIANO ROALDO Rookie BGS 6.5","Sports Trading Card",,"https://www.ebay.com/itm/203518704931",,,"Free shipping and returns","Ships from United States",
,,,,,,"Rhode Island, United States","394370478759",,"7000","US $7,000.00","yepbg",,"","1985 Prism Jewel Stickers Buck Williams PSA 9 New Jersey Nets","Sports Trading Card",,"https://www.ebay.com/itm/394370478759",,,"Ships from United States",,
,,,,,,"Panama City, Florida, United States","364043362179",,"7000","US $7,000.00","sportscard-showcase",,"","Stephen Curry 1/1 SP SSP 1 of 1 Leaf Blue Set Basketball Card SP Game Warriors 1","Sports Trading Card",,"https://www.ebay.com/itm/364043362179",,,,,
,,,,,,"Fort Walton Beach, Florida, United States","144363329666",,"7000","US $7,000.00","dobermanboy30",,"","JERSEY# TOM BRADY 2006 TOPPS HERITAGE CHROME REFRACTOR 12/552 PSA 9 MINT NO 10s","Sports Trading Card",,"https://www.ebay.com/itm/144363329666",,,"Ships from United States","13 watchers",
,,,,,,"Rhode Island, United States","314265822304",,"7000","US $7,000.00","yepbg",,"","1985 Prism Jewel Stickers Sidney Moncrief PSA 9 Milwaukee Bucks HOF","Sports Trading Card",,"https://www.ebay.com/itm/314265822304",,,"Ships from United States",,
,,,,,,"Aurora, Colorado, United States","233708513010",,"7000","US $7,000.00","absportscards2013",,"","1911 T205 TY Cobb SGC 2",,,"https://www.ebay.com/itm/233708513010",,,"Returns accepted","Ships from United States","14 watchers"
,,,,,,"Hockessin, Delaware, United States","134359203031",,"6975","US $6,975.00","rwill22",,"","PSA 9 Kobe Bryant 1998-99 UD Upper Deck Game Jersey #GJ21 Kobe First Jersey Card","Sports Trading Card",,"https://www.ebay.com/itm/134359203031",,,"Ships from United States","12 watchers",
,,,,,,"Dallas, Texas, United States","364058398604",,"7000","US $7,000.00","jaman_4696",,"","2021-22 Mosaic World Cup David Beckham GOLD Signature Auto # 1/10 BGS 9.5/10 1/1","Sports Trading Card",,"https://www.ebay.com/itm/364058398604",,,"Ships from United States","7 watchers",
,,,,,,"Albion, Maine, United States","125504979956",,"7000","US $7,000.00","flacco4prez",,"","2011 SP AUTHENTIC LEBRON JAMES AUTO #2 GEM MINT PSA 10 AUTOGRAPH","Sports Trading Card",,"https://www.ebay.com/itm/125504979956",,,"Ships from United States",,
,,,,,,"Gilbert, Arizona, United States","203520040733",,"7000","US $7,000.00","nbasunsfan2012",,"","Devin Booker Select Copper RPA /49 PSA 9 AUTO 10, POP 1 🏆🔥","Sports Trading Card",,"https://www.ebay.com/itm/203520040733",,,"Ships from United States","7 watchers",
,,,,,,"Jacksonville, Florida, United States","333820838895",,"7000","US $7,000.00","antwill_32",,"","Kareem Abdul- Jabbar",,,"https://www.ebay.com/itm/333820838895",,,"Ships from United States",,
,,,,,,"Honolulu, Hawaii, United States","294709715421",,"7000","US $7,000.00","kmen5630",,"","Derek Carr 2014 National Treasures Rookie Patch Auto RPA","Sports Trading Card",,"https://www.ebay.com/itm/294709715421",,,"Ships from United States","16 watchers",
,,,,,,"Panama City, Florida, United States","195513788124",,"7000","US $7,000.00","ditwellness",,"","Aaron Judge Rookie BGS Pristine 10 Black Label 2013 Bowman Set Baseball Game #1","Sports Trading Card",,"https://www.ebay.com/itm/195513788124",,,"Returns accepted","Ships from United States",
,,,,,,"Fort Myers, Florida, United States","275496284722",,"7000","US $7,000.00","irishhosta",,"","1951 PARKHURST #83 FLEMING MACKELL KSA 9 CENTERED BEST YOU WILL EVER FIND HQ",,,"https://www.ebay.com/itm/275496284722",,,"Free shipping and returns","Ships from United States",
,,,,,,"Panama City, Florida, United States","175528142734",,"7000","US $7,000.00","sportsworldshowcase",,"","Stephen Curry 2018 Leaf Pearl Gold Set (#1/1) 1 of 1 Warriors Basketball Game SP","Sports Trading Card",,"https://www.ebay.com/itm/175528142734",,,"Longtime member",,
,,,,,,"Wilmington, Delaware, United States","175313769252",,"7000","US $7,000.00","us2014.nacch",,"","2020 Optic Justin Herbert Chargers RC The Rookies GOLD Prizm PSA 9 Mint /10","Sports Trading Card",,"https://www.ebay.com/itm/175313769252",,,"Ships from United States","5 watchers",
,,,,,,"Cedar Falls, Iowa, United States","314139530767",,"7000","US $7,000.00","koe4829",,"","Justin Fields Encased Dual Swatch Signatures Emerald  /5 BGS 9 Auto 10","Sports Trading Card",,"https://www.ebay.com/itm/314139530767",,,"Ships from United States","5 watchers",
,,,,,,"Mohegan Lake, New York, United States","334662183758",,"7000","US $7,000.00","yankeefan_mm7",,"","TED WILLIAMS 1948 LEAF BASEBALL #76 - BOSTON RED SOX - HOF - PSA 6",,,"https://www.ebay.com/itm/334662183758",,,"Ships from United States",,
,,,,,,"Saitama ken, Japan","385286410410",,"7000","US $7,000.00","cbnstoretokyo",,"","Jalen Green 2021 Prizm Draft Picks RC Black Shimmer  Instant Impact 1/1 BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/385286410410",,,,,
,,,,,,"Quickship, USA, United States","255773330646",,"6999.99","US $6,999.99","graded_psa_cards",,"","1986 Fleer #131 James Worthy Rookie Card PSA 10 Gem Mint Los Angeles Lakers","Sports Trading Card",,"https://www.ebay.com/itm/255773330646",,,"Ships from United States",,
,,,,,,"Kansas City, Kansas, United States","334559735779",,"6999.99","US $6,999.99","bi-statedeals",,"","2019-20 Panini Absolute Kobe Bryant Glass Case Hit SSP BGS 10 Black Label","Sports Trading Card","Does Not Apply","https://www.ebay.com/itm/334559735779",,,"7 watchers",,
,,,,,,"Surrey, British Columbia, Canada","265591263939",,"6999.99","US $6,999.99","ctac1000",,"","Brett Hull 2012-13 Precious Metal Gem GREEN Hockey Card #3/10 KSA Graded 9.5","Sports Trading Card",,"https://www.ebay.com/itm/265591263939",,,,,
,,,,,,"Overland Park, Kansas, United States","363981085964",,"6999.99","US $6,999.99","don7916",,"","PSA 10 1998 98 Fleer Brilliants Blue DIRK NOWITZKI RC Rookie #109B Graded GEM MT","Sports Trading Card",,"https://www.ebay.com/itm/363981085964",,,"Ships from United States",,
,,,,,,"Cabot, Arkansas, United States","115293602038",,"6999.99","US $6,999.99","jaxcop207",,"","BAS BGS 9.5 10 Autograph Rc Ken Griffey Jr Auto 1989 Upper Deck #1 Rookie Signed","Sports Trading Card",,"https://www.ebay.com/itm/115293602038",,,"Free shipping and returns","Ships from United States",
,,,,,,"Brookline, Massachusetts, United States","284654058595",,"6999.99","US $6,999.99","boston_strong2013",,"","2017-18 Flawless Lonzo Ball Rc Jumbo 3 Color Patch Auto /15 BGS 9.5/10 True Gem","Sports Trading Card",,"https://www.ebay.com/itm/284654058595",,,"Ships from United States","6 watchers",
,,,,,,"Grove City, Ohio, United States","295150738518",,"7000","US $7,000.00","kun_josep",,"","1986 Fleer Hakeem Olajuwon #82 Rookie PSA 10 RC","Sports Trading Card",,"https://www.ebay.com/itm/295150738518",,,"Ships from United States","14 watchers",
,,,,,,"Chester, Virginia, United States","265641050541",,"6999.99","US $6,999.99","wrb5150",,"","2021 Bowman Draft Marcelo Mayer Blue Wave Refractor 1st Auto /150 - 💎PSA10💎","Sports Trading Card","Does not apply","https://www.ebay.com/itm/265641050541",,,"Free shipping and returns","Ships from United States",
,,,,,,"Chicago, Illinois, United States","265695083697",,"6999.99","US $6,999.99","southsidesox",,"","1977-79 Sportscaster Italy - 77-10  Wayne Gretzky - ROOKIE - BGS 9 MINT","Sports Trading Card",,"https://www.ebay.com/itm/265695083697",,,"Ships from United States",,
,,,,,,"Greendale, Wisconsin, United States","353769852873",,"6999.99","US $6,999.99","brewcitycards",,"","Hank Henry Aaron 1954 Johnston Cookies Signed PSA 10 Gem Mint Auto HOF RC Rookie","Sports Trading Card",,"https://www.ebay.com/itm/353769852873",,,"Ships from United States","25 watchers",
